time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-01T01:00:20.290Z,33.9555,-116.7033333,12.63,1.11,ml,37,45,0.09473,0.17,ci,ci38475114,2020-05-01T13:15:44.088Z,"9km ENE of Cabazon, CA",earthquake,0.23,0.68,0.161,28,reviewed,ci,ci
2020-05-01T01:01:02.238Z,-24.0204,-66.9818,167.65,4.8,mww,,39,1.529,1.16,us,us7000980f,2020-07-18T21:57:07.040Z,"70 km WNW of San Antonio de los Cobres, Argentina",earthquake,7.6,4.8,0.06,27,reviewed,us,us
2020-05-01T01:03:29.376Z,52.5926,-174.117,156.15,2.7,ml,,162,0.243,0.4,us,us70009an9,2020-07-18T21:57:40.040Z,"44 km N of Atka, Alaska",earthquake,20.1,17.7,0.105,12,reviewed,us,us
2020-05-01T01:06:03.585Z,-25.5463,-176.5478,72.5,4.2,mb,,146,3.883,0.38,us,us70009b44,2020-07-18T21:57:42.040Z,"south of the Fiji Islands",earthquake,12.8,8,0.2,7,reviewed,us,us
2020-05-01T01:06:41.772Z,61.7477,-150.7128,0.4,1.4,ml,,,,0.54,ak,ak0205ls75ed,2020-05-05T20:50:27.318Z,"25 km NNW of Susitna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-01T01:07:50.864Z,-20.2079,-177.2741,360.47,4.4,mb,,64,5.055,0.96,us,us70009b5b,2020-07-18T21:57:43.040Z,"238 km WNW of Haveluloto, Tonga",earthquake,12.9,8.2,0.13,17,reviewed,us,us
2020-05-01T01:10:37.911Z,-20.0751,169.7068,91.95,4.5,mb,,140,2.101,0.48,us,us70009b46,2020-07-18T21:57:42.040Z,"73 km SE of Isangel, Vanuatu",earthquake,13,6.7,0.139,15,reviewed,us,us
2020-05-01T01:16:13.705Z,62.7562,-149.2478,65,1.5,ml,,,,0.55,ak,ak0205ls98g2,2020-05-05T20:50:28.270Z,"55 km NE of Chase, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T01:35:51.730Z,44.4306667,-110.8525,3.96,1.53,ml,23,73,0.02386,0.16,uu,uu60383022,2020-05-01T13:52:09.580Z,"32 km SE of West Yellowstone, Montana",earthquake,0.41,0.69,0.317,2,reviewed,uu,uu
2020-05-01T01:37:22.000Z,17.8875,-66.8473,13,2.75,md,20,223,0.0932,0.25,pr,pr2020122002,2020-05-01T01:54:26.792Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.87,0.52,0.28,11,reviewed,pr,pr
2020-05-01T01:42:20.954Z,59.3492,-153.0331,81.6,1.4,ml,,,,0.29,ak,ak0205lsetid,2020-05-05T20:50:29.175Z,"63 km W of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-05-01T01:55:06.730Z,36.4275,-97.30983333,5,1.39,ml,71,40,0,0.28,ok,ok2020infr,2020-05-01T14:06:08.093Z,"",earthquake,,0.7,0.25,29,reviewed,ok,ok
2020-05-01T02:03:44.644Z,-30.335,-177.8689,10,5,mb,,183,1.087,0.89,us,us70009b47,2020-07-18T21:57:42.040Z,"Kermadec Islands, New Zealand",earthquake,10,1.9,0.178,11,reviewed,us,us
2020-05-01T02:04:46.002Z,60.4126,-150.6309,52.8,1,ml,,,,0.3,ak,ak0205lss5vc,2020-05-05T20:51:46.367Z,"12 km SE of Funny River, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-01T02:11:53.330Z,35.6853333,-117.4763333,12.5,1.21,ml,10,169,0.1632,0.17,ci,ci38475130,2020-05-01T13:15:25.084Z,"11km SW of Searles Valley, CA",earthquake,0.69,1.49,0.154,13,reviewed,ci,ci
2020-05-01T02:14:23.000Z,37.5508333,-112.4596667,2.45,1.76,ml,14,109,0.1593,0.23,uu,uu60383032,2020-05-01T14:05:34.470Z,"11 km SSW of Hatch, Utah",earthquake,0.69,2.36,0.134,3,reviewed,uu,uu
2020-05-01T02:14:46.150Z,17.928,-66.916,11,2.54,md,18,212,0.0598,0.2,pr,pr2020122003,2020-05-01T02:55:05.347Z,"4 km S of Guánica, Puerto Rico",earthquake,0.63,0.53,0.19,12,reviewed,pr,pr
2020-05-01T02:17:51.574Z,61.8295,-149.522,46,1,ml,,,,0.28,ak,ak0205lsuyjg,2020-05-05T20:50:30.068Z,"17 km WNW of Fishhook, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-01T02:19:37.134Z,53.8381,-165.5675,63.9,1.5,ml,,,,0.3,ak,ak0205lsvcxk,2020-05-05T20:50:30.847Z,"35 km SSE of Akutan, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-05-01T02:20:52.071Z,55.3787,-159.6912,62.73,2.9,ml,,114,0.449,0.42,us,us7000981e,2020-07-18T21:57:07.040Z,"51 km E of Sand Point, Alaska",earthquake,4,8.6,0.056,42,reviewed,us,us
2020-05-01T02:27:40.590Z,35.6101667,-117.4073333,5.68,1.39,ml,14,79,0.09191,0.23,ci,ci38475154,2020-05-01T13:14:50.081Z,"17km S of Trona, CA",earthquake,0.59,1.83,0.176,19,reviewed,ci,ci
2020-05-01T02:36:24.950Z,36.0096667,-117.3518333,2.59,1.08,ml,24,58,0.1309,0.17,ci,ci38475162,2020-05-05T04:33:56.847Z,"27km N of Searles Valley, CA",earthquake,0.22,0.86,0.192,11,reviewed,ci,ci
2020-05-01T02:36:47.554Z,59.5059,-152.66,74.6,2,ml,,,,0.39,ak,ak0205lsz0vb,2020-05-05T20:50:32.579Z,"45 km WNW of Nanwalek, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T02:48:56.239Z,-21.494,170.228,109.53,4.4,mb,,233,2.046,0.75,us,us70009b4c,2020-07-18T21:57:43.040Z,"237 km SSE of Isangel, Vanuatu",earthquake,12.8,10.3,0.204,7,reviewed,us,us
2020-05-01T03:15:28.450Z,36.3941667,-116.5433333,3.69,1.39,ml,13,133,0.2058,0.17,ci,ci38475210,2020-05-02T00:26:59.149Z,"28km ESE of Furnace Creek, CA",earthquake,0.33,1.21,0.116,9,reviewed,ci,ci
2020-05-01T03:18:38.705Z,54.5511,-161.1982,10,2.6,ml,,187,0.712,0.62,us,us70009an1,2020-07-18T21:57:39.040Z,"91 km SE of King Cove, Alaska",earthquake,3.2,2,0.081,20,reviewed,us,us
2020-05-01T03:45:24.810Z,38.8261681,-122.8131638,1.88,1.12,md,16,53,0.003673,0.01,nc,nc73378765,2020-05-01T06:18:02.962Z,"7km NW of The Geysers, CA",earthquake,0.23,0.6,,1,automatic,nc,nc
2020-05-01T03:45:59.645Z,-23.0967,-177.0264,111.14,4.6,mb,,120,6.176,0.76,us,us70009b48,2020-07-18T21:57:42.040Z,"284 km SW of Vaini, Tonga",earthquake,14.1,7,0.141,15,reviewed,us,us
2020-05-01T03:47:33.843Z,61.9281,-147.7417,36,1.4,ml,,,,0.61,ak,ak0205ltms9x,2020-05-05T20:50:35.908Z,"14 km NNW of Glacier View, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T03:51:44.260Z,44.2555,-115.0113333,5.98,2.08,ml,9,86,0.816,0.2,mb,mb80415424,2020-05-05T23:26:30.620Z,"7 km NW of Stanley, Idaho",earthquake,0.53,1.5,0.251,8,reviewed,mb,mb
2020-05-01T03:57:30.032Z,63.2741,-151.3144,6.4,1.4,ml,,,,0.4,ak,ak0205ltox6m,2020-05-05T20:50:37.563Z,"Central Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T04:01:35.842Z,67.4298,-163.228,9.9,1.4,ml,,,,0.49,ak,ak0205ltyd42,2020-05-05T20:50:39.324Z,"19 km SW of Noatak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T04:02:16.306Z,-4.5932,153.2303,56.3,4.8,mww,,99,1.136,0.84,us,us70009822,2020-07-18T21:57:07.040Z,"110 km ESE of Kokopo, Papua New Guinea",earthquake,7.1,6,0.098,10,reviewed,us,us
2020-05-01T04:09:01.694Z,44.3716,-115.1767,10,2.6,ml,,73,0.925,1.09,us,us70009823,2020-07-18T21:57:07.040Z,"25 km NW of Stanley, Idaho",earthquake,2.8,2,0.051,50,reviewed,us,us
2020-05-01T04:26:48.978Z,60.1358,-140.6455,16.7,1.2,ml,,,,0.48,ak,ak0205lu3r29,2020-05-05T20:51:47.901Z,"83 km NW of Yakutat, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T04:28:34.650Z,35.8248333,-117.661,5.47,1.17,ml,23,64,0.05239,0.15,ci,ci38475218,2020-05-01T16:10:12.539Z,"23km N of Ridgecrest, CA",earthquake,0.19,0.57,0.131,14,reviewed,ci,ci
2020-05-01T04:38:55.956Z,62.8813,-150.5257,86.5,1.1,ml,,,,0.46,ak,ak0205lu6cdd,2020-05-05T20:50:40.146Z,"44 km NNE of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-01T04:47:54.219Z,35.11583333,-95.53283333,7.41,1.81,ml,45,119,0.1007802235,0.22,ok,ok2020inlj,2020-05-01T13:49:14.454Z,"12 km E of Crowder, Oklahoma",earthquake,,0.6,0.29,15,reviewed,ok,ok
2020-05-01T04:47:59.005Z,44.3878,-115.1907,10,3.1,ml,,60,0.906,0.88,us,us7000982b,2020-07-18T21:57:07.040Z,"27 km NW of Stanley, Idaho",earthquake,2.9,2,0.043,70,reviewed,us,us
2020-05-01T04:51:27.347Z,51.8202,-179.4672,13.2,1.7,ml,,,,0.45,ak,ak0205lu92am,2020-05-05T20:51:48.647Z,"195 km W of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2020-05-01T04:52:36.588Z,59.5074,-152.9411,97.5,1.6,ml,,,,0.35,ak,ak0205lu9anq,2020-05-05T20:50:41.047Z,"60 km WNW of Nanwalek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T04:55:23.629Z,-17.5721,-177.1209,361.36,4.9,mb,,43,3.385,1.24,us,us7000982h,2020-07-18T21:57:07.040Z,"Fiji region",earthquake,9.5,5.6,0.025,494,reviewed,us,us
2020-05-01T04:59:56.461Z,66.3355,-157.3941,5,1,ml,,,,0.18,ak,ak0205luaued,2020-05-05T20:50:42.023Z,"62 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T05:01:20.087Z,66.3456,-157.4067,6,1.8,ml,,,,0.45,ak,ak0205lujrkb,2020-05-05T20:50:42.968Z,"61 km S of Shungnak, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T05:09:57.701Z,61.7545,-147.2187,31.3,1.5,ml,,,,0.74,ak,ak0205lulk3d,2020-05-05T20:50:43.894Z,"20 km S of Eureka Roadhouse, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T05:10:36.564Z,59.0122,-154.3777,119.9,2,ml,,,,0.48,ak,ak0205lulq8a,2020-05-05T20:50:44.858Z,"52 km SSE of Kokhanok, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T05:33:43.269Z,44.3857,-115.187,10,2.6,ml,,60,0.91,0.83,us,us7000982t,2020-07-18T21:57:07.040Z,"27 km NW of Stanley, Idaho",earthquake,2.4,2,0.055,44,reviewed,us,us
2020-05-01T05:41:13.426Z,58.4875,-137.0941,0,2.5,ml,,,,0.65,ak,ak0205lusbu2,2020-07-18T21:57:09.040Z,"54 km NW of Elfin Cove, Alaska",ice quake,,0,,,reviewed,ak,ak
2020-05-01T05:45:55.208Z,51.4294,-175.5555,26.5,2.2,ml,,,,0.6,ak,ak0205lutdcu,2020-05-05T20:50:47.619Z,"89 km SE of Adak, Alaska",earthquake,,16.5,,,reviewed,ak,ak
2020-05-01T05:46:22.910Z,-18.4626,168.9619,225.3,4.4,mb,,79,3.127,0.97,us,us70009b4h,2020-07-18T21:57:43.040Z,"105 km SE of Port-Vila, Vanuatu",earthquake,9.1,7.5,0.148,13,reviewed,us,us
2020-05-01T05:46:29.705Z,-4.5463,153.2903,62.64,4.9,mb,,119,1.177,0.69,us,us7000983b,2020-07-18T21:57:07.040Z,"115 km E of Kokopo, Papua New Guinea",earthquake,7.6,7.9,0.112,25,reviewed,us,us
2020-05-01T05:46:43.868Z,31.6517,-104.3996,5,2.7,ml,,63,0.087,0.8,us,us70009837,2020-07-18T21:57:07.040Z,"58 km S of Whites City, New Mexico",earthquake,1.8,1.9,0.074,58,reviewed,us,us
2020-05-01T05:48:12.530Z,38.044,-118.7595,2.7,1.77,md,25,190,0.2883,0.06,nc,nc73378790,2020-05-02T12:02:04.708Z,"29km SE of Bodie, CA",earthquake,0.46,9.22,0.218,23,reviewed,nc,nc
2020-05-01T05:49:14.775Z,31.6511,-104.3846,5,2.6,ml,,62,0.1,0.48,us,us7000988x,2020-07-18T21:57:08.040Z,"58 km S of Whites City, New Mexico",earthquake,0.8,1.9,0.074,26,reviewed,us,us
2020-05-01T05:54:29.090Z,17.8131,-66.822,7,2.5,md,13,236,0.1718,0.2,pr,pr2020122004,2020-05-01T06:12:18.690Z,"19 km SSE of Maria Antonia, Puerto Rico",earthquake,1.03,0.79,0.27,8,reviewed,pr,pr
2020-05-01T05:59:39.590Z,19.1673,-64.4675,31,3.72,md,16,328,1.1847,0.25,pr,pr2020122005,2020-07-18T21:57:07.040Z,"98 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,2.3,17.38,0.1,14,reviewed,pr,pr
2020-05-01T06:02:12.520Z,19.2369995,-155.4329987,31.03,2.06,md,36,110,0.03354,0.12,hv,hv71495102,2020-05-01T06:05:18.330Z,"6 km NE of P?hala, Hawaii",earthquake,0.54,0.92,0.23,14,automatic,hv,hv
2020-05-01T06:02:20.960Z,35.8783333,-117.7176667,9.71,1.03,ml,22,64,0.07949,0.1,ci,ci38475354,2020-05-01T18:22:09.263Z,"18km ESE of Little Lake, CA",earthquake,0.15,0.37,0.177,9,reviewed,ci,ci
2020-05-01T06:23:39.562Z,63.2793,-150.5517,128.9,1.2,ml,,,,0.34,ak,ak0205lv9yv6,2020-05-05T20:50:49.317Z,"65 km ESE of Denali National Park, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-01T06:33:18.765Z,31.6482,-104.2384,5,2.5,ml,,56,0.224,0.43,us,us7000983r,2020-07-18T21:57:08.040Z,"56 km NW of Toyah, Texas",earthquake,0.9,1.9,0.064,50,reviewed,us,us
2020-05-01T06:35:11.763Z,59.5153,-152.2787,59.9,1.2,ml,,,,0.4,ak,ak0205lvcguv,2020-05-05T20:50:50.118Z,"26 km NW of Nanwalek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T06:52:19.610Z,51.8265,-177.7828333,7.3,1.28,ml,8,141,0.02325,0.08,av,av62162781,2020-05-01T16:44:01.110Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,0.44,0.37,0.264,8,reviewed,av,av
2020-05-01T07:03:19.670Z,19.1058,-67.7888,28,3.61,md,21,328,0.785,0.4,pr,pr2020122006,2020-07-18T21:57:08.040Z,"87 km NE of Punta Cana, Dominican Republic",earthquake,2.08,24.45,0.25,16,reviewed,pr,pr
2020-05-01T07:04:49.333Z,54.4595,161.702,36.51,5,mww,,71,2.314,1.18,us,us7000983z,2020-07-18T21:57:08.040Z,"183 km SE of Atlasovo, Russia",earthquake,5.9,6,0.068,21,reviewed,us,us
2020-05-01T07:16:07.780Z,51.4648,-178.4261,10,3.1,ml,,195,0.258,0.66,us,us700098a2,2020-07-18T21:57:09.040Z,"132 km WSW of Adak, Alaska",earthquake,2.7,2,0.115,10,reviewed,us,us
2020-05-01T07:23:53.393Z,59.044,-138.0857,16.8,1.8,ml,,,,0.45,ak,ak0205lvvf2j,2020-05-05T20:51:50.205Z,"109 km ESE of Yakutat, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-05-01T07:59:42.550Z,32.9193333,-115.5345,7.98,1.22,ml,24,85,0.02834,0.19,ci,ci38475410,2020-05-01T16:13:58.576Z,"7km S of Brawley, CA",earthquake,0.28,0.4,0.152,12,reviewed,ci,ci
2020-05-01T08:00:15.012Z,62.2336,-152.3131,6.1,1.7,ml,,,,0.55,ak,ak0205lwbu7i,2020-05-05T20:50:51.860Z,"54 km WNW of Skwentna, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T08:12:41.237Z,60.024,-152.8444,102.8,1.6,ml,,,,0.39,ak,ak0205lweguw,2020-05-05T20:50:52.876Z,"62 km W of Happy Valley, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T08:20:31.890Z,69.4221,-143.8569,9.7,1.5,ml,,,,0.72,ak,ak0205lwg5v9,2020-05-05T20:51:51.051Z,"79 km S of Kaktovik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T08:31:27.705Z,61.3565,-151.9361,88,1.2,ml,,,,0.43,ak,ak0205lwiiel,2020-05-05T20:50:53.888Z,"51 km WNW of Beluga, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-01T08:35:54.908Z,63.5464,-147.453,12.9,1,ml,,,,0.57,ak,ak0205lwjfex,2020-05-05T20:50:54.796Z,"75 km ESE of McKinley Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T08:40:18.960Z,42.0621666666667,-122.846166666667,3.47,1.8,ml,14,115,0.1648,0.13,uw,uw61618461,2020-05-04T23:12:50.980Z,"18 km SW of Ashland, Oregon",earthquake,0.32,1.52,0.0864795042054953,7,reviewed,uw,uw
2020-05-01T08:55:57.929Z,36.86366667,-97.45066667,7.64,1.31,ml,26,127,0.1502705118,0.16,ok,ok2020into,2020-05-01T15:41:22.746Z,"6 km N of Nardin, Oklahoma",earthquake,,0.7,0.2,7,reviewed,ok,ok
2020-05-01T09:05:35.650Z,33.6645,-116.7691667,12.77,1.65,ml,65,27,0.06534,0.19,ci,ci38475434,2020-05-01T13:12:17.230Z,"10km SSW of Idyllwild, CA",earthquake,0.19,0.38,0.167,26,reviewed,ci,ci
2020-05-01T09:11:23.225Z,66.2019,-157.1912,8.8,1.1,ml,,,,0.49,ak,ak0205lwzng7,2020-05-05T20:50:56.598Z,"66 km NNW of Huslia, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T09:11:59.684Z,-21.4656,-177.8147,382.28,4.4,mb,,99,5.373,0.81,us,us70009858,2020-07-18T21:57:08.040Z,"272 km W of Haveluloto, Tonga",earthquake,10.3,6.1,0.04,185,reviewed,us,us
2020-05-01T09:13:38.660Z,17.8985,-66.8716,13,2.66,md,17,234,0.077,0.16,pr,pr2020122007,2020-05-01T09:40:17.900Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.74,0.48,0.31,11,reviewed,pr,pr
2020-05-01T09:17:58.459Z,37.0858,-114.7531,0,1.9,ml,8,150.06,0.399,0.101,nn,nn00724156,2020-05-01T19:44:41.815Z,"46 km NNW of Moapa Town, Nevada",earthquake,,0,0.15,5,reviewed,nn,nn
2020-05-01T09:22:27.491Z,60.8026,-151.7535,81.5,1,ml,,,,0.27,ak,ak0205lx20np,2020-05-05T20:50:57.338Z,"28 km WNW of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-01T09:23:07.571Z,51.8149,-177.7649,10.5,1.6,ml,,,,0.64,ak,ak0205lx26rr,2020-05-05T20:50:58.168Z,"78 km W of Adak, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T09:23:51.584Z,60.4668,-147.5107,15.1,2.3,ml,,,,0.53,ak,ak0205lx2a49,2020-07-18T21:57:08.040Z,"Southern Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-05-01T09:30:21.370Z,35.8826667,-117.6986667,9.1,1.76,ml,22,73,0.07599,0.1,ci,ci38475442,2020-05-01T16:52:37.880Z,"20km ESE of Little Lake, CA",earthquake,0.18,0.49,0.331,18,reviewed,ci,ci
2020-05-01T09:34:46.220Z,34.019,-117.1026667,16.99,1.51,ml,59,27,0.01831,0.18,ci,ci38475450,2020-05-01T13:12:12.460Z,"6km NW of Calimesa, CA",earthquake,0.2,0.48,0.12,23,reviewed,ci,ci
2020-05-01T09:35:03.099Z,60.8649,-139.4111,1.6,1.3,ml,,,,0.68,ak,ak0205lx4qz6,2020-05-05T20:51:00.206Z,"104 km W of Haines Junction, Canada",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T09:43:21.716Z,60.146,-152.2646,86.5,1,ml,,,,0.34,ak,ak0205lx6i7i,2020-05-05T20:51:01.087Z,"34 km WNW of Ninilchik, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T09:51:53.167Z,60.7942,-151.6614,74.9,2.1,ml,,,,0.71,ak,ak0205lx8abh,2020-05-05T20:51:01.912Z,"23 km WNW of Nikiski, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T09:56:59.285Z,55.4986,-149.3793,10,3.2,ml,,237,2.777,0.81,us,us7000985i,2020-07-18T21:57:08.040Z,"295 km SE of Chiniak, Alaska",earthquake,8.9,2,0.057,40,reviewed,us,us
2020-05-01T09:59:43.610Z,17.8995,-66.8693,11,2.57,md,22,209,0.0762,0.22,pr,pr2020122011,2020-07-18T21:57:08.040Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.53,0.58,0.01,3,reviewed,pr,pr
2020-05-01T10:02:16.570Z,19.2243333,-155.3195,38.89,1.81,md,39,186,0.07244,0.12,hv,hv71495342,2020-05-01T20:12:33.070Z,"16 km E of P?hala, Hawaii",earthquake,0.61,0.69,0.084,18,reviewed,hv,hv
2020-05-01T10:03:31.960Z,17.8903,-66.8651,12,2.91,md,18,237,0.086,0.2,pr,pr2020122008,2020-07-18T21:57:08.040Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.79,0.56,0.2,12,reviewed,pr,pr
2020-05-01T10:12:10.701Z,63.365,-151.8044,1.9,1.3,ml,,,,0.42,ak,ak0205lxl9qa,2020-05-05T20:51:04.018Z,"20 km SSW of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-05-01T10:21:00.028Z,60.1363,-152.6705,89.7,1.8,ml,,,,0.37,ak,ak0205lxn388,2020-05-05T20:51:04.937Z,"56 km WNW of Happy Valley, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-05-01T10:23:30.916Z,61.3989,-149.4752,9.7,1.2,ml,,,,0.46,ak,ak0205lxno3r,2020-05-05T20:51:05.994Z,"9 km NNE of Eagle River, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-05-01T10:23:48.970Z,19.0058,-67.7218,12,3.39,md,16,325,0.667,0.33,pr,pr2020122009,2020-07-18T21:57:08.040Z,"85 km ENE of Punta Cana, Dominican Republic",earthquake,13.04,18.43,0.1,9,reviewed,pr,pr
2020-05-01T10:27:58.810Z,38.0501667,-118.7443333,2.7,1.65,md,26,110,0.2756,0.06,nc,nc73378860,2020-05-02T08:32:03.102Z,"30km SE of Bodie, CA",earthquake,0.33,8.04,0.301,25,reviewed,nc,nc
2020-05-01T10:31:04.580Z,19.1981667,-155.448,32.19,1.72,md,17,219,0.06939,0.09,hv,hv71495367,2020-05-01T19:58:43.650Z,"3 km E of P?hala, Hawaii",earthquake,0.68,0.82,0.027,10,reviewed,hv,hv
2020-05-01T10:43:32.137Z,-7.8725,108.2608,84.18,4.3,mb,,78,0.729,0.64,us,us70009b4g,2020-07-18T21:57:43.040Z,"54 km S of Kawalu, Indonesia",earthquake,5.7,5.5,0.1,28,reviewed,us,us
2020-05-01T10:46:55.050Z,19.2118333,-155.3813333,32.03,1.7,md,19,162,0.02976,0.1,hv,hv71495382,2020-05-01T20:25:53.460Z,"10 km E of P?hala, Hawaii",earthquake,0.63,0.97,0.081,10,reviewed,hv,hv
