time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-01T02:14:09.550Z,19.268,-67.128,57,2.98,md,12,311,0.8007,0.35,pr,pr2019335000,2020-02-19T18:58:27.040Z,"85 km N of Isabela, Puerto Rico",earthquake,2.84,7.55,0.34,9,reviewed,pr,pr
2019-12-01T02:17:36.980Z,39.1103,-119.7249,9.6,1.2,ml,14,78.76,0.037,0.1366,nn,nn00712044,2019-12-03T21:59:48.772Z,"5 km ENE of Indian Hills, Nevada",earthquake,,0.9,0.39,5,reviewed,nn,nn
2019-12-01T02:19:14.994Z,61.4653,-149.8421,33.4,1.2,ml,,,,0.48,ak,ak019fe2c8c9,2019-12-07T03:13:57.099Z,"6 km W of Knik, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-12-01T02:21:04.640Z,19.0711,-67.1105,86,2.67,md,4,317,0.8957,0.31,pr,pr2019335001,2020-02-19T18:58:27.040Z,"63 km N of Isabela, Puerto Rico",earthquake,6.96,9.79,0.35,4,reviewed,pr,pr
2019-12-01T02:34:52.984Z,-11.2667,166.4763,184.29,4.4,mb,,149,4.215,1.01,us,us60006pg8,2020-02-19T18:57:59.040Z,"95 km SE of Lata, Solomon Islands",earthquake,15.7,11.4,0.169,10,reviewed,us,us
2019-12-01T02:35:19.223Z,37.0098,-105.0113,5,1.1,ml,,110,0.17,0.41,us,us60006ngm,2020-02-19T18:57:51.040Z,"15 km S of Stonewall Gap, Colorado",earthquake,1,1.8,0.115,10,reviewed,us,us
2019-12-01T02:36:50.937Z,37.0121,-104.9989,5,1.5,ml,,116,0.173,0.4,us,us60006ngl,2020-02-19T18:57:51.040Z,"15 km SSE of Stonewall Gap, Colorado",earthquake,1.4,1.9,0.128,8,reviewed,us,us
2019-12-01T02:45:04.990Z,37.6236667,-118.8873333,2.21,1.66,md,23,88,0.01991,0.03,nc,nc73310501,2019-12-12T09:21:04.982Z,"8km E of Mammoth Lakes, CA",earthquake,0.26,0.38,0.308,22,reviewed,nc,nc
2019-12-01T02:49:46.920Z,35.6098333,-117.492,5.81,1.82,ml,30,65,0.01021,0.16,ci,ci39212608,2019-12-01T03:00:26.830Z,"17km E of Ridgecrest, CA",earthquake,0.24,0.45,0.125,25,automatic,ci,ci
2019-12-01T02:50:05.460Z,35.7581667,-117.5636667,8.18,1.69,ml,16,135,0.0637,0.18,ci,ci39212616,2019-12-01T02:54:04.485Z,"14km W of Searles Valley, CA",earthquake,0.43,1.01,0.147,3,automatic,ci,ci
2019-12-01T03:03:50.123Z,43.2492,18.0494,10,4.3,mb,,41,1.21,0.83,us,us70006exe,2020-02-19T18:58:27.040Z,"5 km WSW of Nevesinje, Bosnia and Herzegovina",earthquake,4.6,1.9,0.239,5,reviewed,us,us
2019-12-01T03:05:40.930Z,47.421,-113.398,13.61,1.53,ml,16,162,0.191,0.07,mb,mb80373819,2019-12-02T17:01:20.260Z,"26 km ESE of Condon, Montana",earthquake,0.43,0.68,0.236,2,reviewed,mb,mb
2019-12-01T03:06:17.397Z,62.5021,-152.2596,2.8,1.9,ml,,,,0.65,ak,ak019fe2uvw7,2019-12-12T17:56:40.350Z,"72 km NW of Skwentna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-01T03:11:01.680Z,38.798,-122.8,0.4,1.85,md,24,162,0.0106,0.06,nc,nc73310516,2019-12-03T03:23:02.882Z,"4km WNW of The Geysers, CA",earthquake,0.19,0.24,0.186,5,reviewed,nc,nc
2019-12-01T03:12:54.926Z,37.019,-105.0068,5,1.2,ml,,143,0.179,0.35,us,us60006ngn,2020-02-19T18:57:51.040Z,"14 km S of Stonewall Gap, Colorado",earthquake,1.2,1.9,0.115,10,reviewed,us,us
2019-12-01T03:13:58.480Z,18.9086,-67.1765,98,2.89,md,8,211,0.7031,0.37,pr,pr2019335002,2020-02-19T18:58:28.040Z,"46 km N of San Antonio, Puerto Rico",earthquake,3.14,3.79,0.2,8,reviewed,pr,pr
2019-12-01T03:21:34.960Z,17.3568,-66.4966,26,2.31,md,5,280,0.6947,0.41,pr,pr2019335006,2019-12-01T09:52:33.890Z,"68 km S of Santa Isabel, Puerto Rico",earthquake,3.46,29.71,0.3,4,reviewed,pr,pr
2019-12-01T03:34:56.495Z,-23.1554,-71.9202,10,4.2,mwr,,198,1.305,0.83,us,us70006exj,2020-02-19T18:58:27.040Z,"165 km WNW of Antofagasta, Chile",earthquake,7.8,1.9,,,reviewed,us,guc
2019-12-01T03:39:16.110Z,36.1065,-117.9103333,1.57,1.22,ml,9,203,0.04626,0.13,ci,ci39212624,2019-12-02T15:00:53.123Z,"8km NNE of Coso Junction, CA",earthquake,0.57,0.4,0.176,16,reviewed,ci,ci
2019-12-01T03:43:16.220Z,35.6091667,-117.5978333,3.75,1.47,ml,17,96,0.0267,0.14,ci,ci39212632,2019-12-01T03:47:10.822Z,"7km E of Ridgecrest, CA",earthquake,0.28,0.56,0.151,20,automatic,ci,ci
2019-12-01T03:44:09.105Z,60.1664,-141.476,20,1.3,ml,,,,0.23,ak,ak019fe330ge,2019-12-07T03:14:47.347Z,"119 km NW of Yakutat, Alaska",ice quake,,0.8,,,reviewed,ak,ak
2019-12-01T03:49:13.750Z,61.254,-151.1382,60.2,1.5,ml,,,,0.56,ak,ak019fe343bn,2019-12-07T03:13:58.869Z,"12 km NNW of Beluga, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-12-01T04:03:25.560Z,55.4198,-161.9753,28.1,1.7,ml,,,,0.48,ak,ak019fe3fp5k,2019-12-07T03:13:59.713Z,"45 km NNE of King Cove, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-01T04:09:31.139Z,62.3863,-151.182,84.1,1.4,ml,,,,0.31,ak,ak019fe3gzox,2019-12-12T17:56:41.226Z,"24 km WSW of Petersville, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-01T04:27:08.081Z,51.6784,-175.0131,25.6,1.7,ml,,,,0.44,ak,ak019fe3kst4,2019-12-07T03:14:48.065Z,"80 km SW of Atka, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2019-12-01T04:42:36.397Z,62.9587,-148.8753,11.8,1.1,ml,,,,0.56,ak,ak019fe3o2rc,2019-12-07T03:14:01.345Z,"48 km S of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-01T04:43:48.620Z,35.676,-117.5393333,6.38,1.08,ml,19,55,0.05905,0.16,ci,ci39212648,2019-12-01T04:47:33.457Z,"14km ENE of Ridgecrest, CA",earthquake,0.3,0.81,0.136,13,automatic,ci,ci
2019-12-01T05:01:12.700Z,19.1951675,-155.4168396,32.23,1.97,md,41,164,0.04591,0.13,hv,hv71257081,2019-12-01T05:04:26.190Z,"6 km E of P?hala, Hawaii",earthquake,0.79,0.87,0.16,8,automatic,hv,hv
2019-12-01T05:03:07.690Z,33.4208333,-116.8215,12.47,1.03,ml,41,39,0.07537,0.21,ci,ci39212656,2019-12-01T17:29:16.480Z,"5km ESE of Aguanga, CA",earthquake,0.26,0.67,0.196,26,reviewed,ci,ci
2019-12-01T05:07:03.378Z,53.0274,-164.1352,10,3.8,mb,,170,1.43,0.57,us,us70006exx,2020-02-19T18:58:27.040Z,"164 km SE of Akutan, Alaska",earthquake,4.4,1.9,0.109,22,reviewed,us,us
2019-12-01T05:14:25.072Z,61.933,-147.1645,26.8,1.2,ml,,,,0.54,ak,ak019fe43h62,2019-12-07T03:14:02.966Z,"0 km SSE of Eureka Roadhouse, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-01T05:32:56.441Z,66.3108,-157.3629,1.1,1.7,ml,,,,0.71,ak,ak019fe47eve,2019-12-07T03:14:03.740Z,"65 km S of Shungnak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-01T05:48:34.645Z,-5.1452,68.6183,10,5.3,mww,,46,4.426,0.67,us,us70006ey0,2020-02-19T18:58:27.040Z,"Chagos Archipelago region",earthquake,9,1.8,0.065,23,reviewed,us,us
2019-12-01T05:56:18.810Z,38.8366667,-109.734,7.21,2.46,ml,22,119,0.2996,0.13,uu,uu60352427,2020-02-19T18:58:27.040Z,"15 km S of Thompson Springs, Utah",earthquake,0.52,1.02,0.155,6,reviewed,uu,uu
2019-12-01T05:56:45.930Z,34.4343333,-119.2921667,6.94,1.55,ml,18,61,0.03767,0.32,ci,ci39212696,2019-12-01T17:28:47.892Z,"5km WSW of Ojai, CA",earthquake,0.61,1.1,0.186,31,reviewed,ci,ci
2019-12-01T05:59:45.100Z,46.85,-121.761833333333,0.5,1.09,ml,11,115,,0.07,uw,uw61562316,2019-12-02T22:47:14.480Z,"22 km ENE of Ashford, Washington",earthquake,0.51,0.98,0.0911663714322435,4,reviewed,uw,uw
2019-12-01T06:00:35.793Z,39.1155,-119.7286,9.8,1.3,ml,12,129.29,0.032,0.1866,nn,nn00712098,2019-12-02T02:08:00.458Z,"5 km NE of Indian Hills, Nevada",earthquake,,1,0.35,4,reviewed,nn,nn
2019-12-01T06:02:41.890Z,46.5696666666667,-119.8315,7.98,1.52,ml,7,168,,0.07,uw,uw61562326,2019-12-01T20:22:59.040Z,"13 km SSE of Desert Aire, Washington",earthquake,0.38,0.18,0.121177424993335,5,reviewed,uw,uw
2019-12-01T06:04:19.224Z,41.5186,19.4282,10,4.2,mb,,43,0.918,0.99,us,us70006ey5,2020-02-19T18:58:27.040Z,"21 km N of Durrës, Albania",earthquake,4.9,1.9,0.141,15,reviewed,us,us
2019-12-01T06:08:28.118Z,60.1837,-141.368,0,1.2,ml,,,,0.49,ak,ak019fe4nn27,2019-12-12T17:56:57.154Z,"116 km NW of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-12-01T06:12:28.010Z,18.7821,-66.5253,28,2.67,md,9,253,0.4918,0.11,pr,pr2019335004,2019-12-01T09:52:48.580Z,"35 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.82,3.02,0.23,9,reviewed,pr,pr
2019-12-01T06:15:59.890Z,59.8902,-152.0672,54.3,1.4,ml,,,,0.52,ak,ak019fe4p7f9,2019-12-07T03:14:49.526Z,"18 km NW of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-01T06:22:50.330Z,37.7175,-122.5343333,7.03,1.74,md,35,175,0.05522,0.06,nc,nc73310531,2019-12-10T02:27:04.734Z,"3km WSW of San Francisco Zoo, CA",earthquake,0.31,0.47,0.227,27,reviewed,nc,nc
2019-12-01T06:43:08.750Z,63.7672,-144.7254,3.2,1.3,ml,,,,0.54,ak,ak019fe4v3ac,2019-12-07T03:14:05.218Z,"13 km NNW of Dry Creek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-01T06:47:16.330Z,19.3116667,-155.4945,12.37,3.43,ml,52,44,0.0631,0.1,hv,hv71257141,2020-02-19T18:58:27.040Z,"12 km N of P?hala, Hawaii",earthquake,0.28,0.38,0.15,40,reviewed,hv,hv
2019-12-01T06:54:16.690Z,61.1497,-140.008,1.8,1.2,ml,,,,0.41,ak,ak019fe4xgze,2019-12-07T03:14:06.088Z,"142 km WNW of Haines Junction, Canada",earthquake,,0.5,,,reviewed,ak,ak
2019-12-01T06:58:33.890Z,33.2551667,-116.284,8.17,1.05,ml,32,86,0.06719,0.2,ci,ci39212744,2019-12-01T17:27:38.886Z,"8km E of Borrego Springs, CA",earthquake,0.37,0.76,0.102,19,reviewed,ci,ci
2019-12-01T07:18:29.557Z,41.4679,19.3701,10,4.4,mb,,67,0.964,0.69,us,us70006eyl,2020-02-19T18:58:27.040Z,"Albania",earthquake,5.6,1.9,0.179,11,reviewed,us,us
2019-12-01T07:19:06.862Z,-2.1199,67.6816,10,4.3,mb,,131,5.912,0.38,us,us60006pgx,2020-02-19T18:58:00.040Z,"Carlsberg Ridge",earthquake,7.8,2,0.178,9,reviewed,us,us
2019-12-01T07:22:26.870Z,17.9425,-66.3281,5,2.57,md,12,207,0.2439,0.23,pr,pr2019335003,2020-02-19T18:58:28.040Z,"4 km SSW of Las Ochenta, Puerto Rico",earthquake,0.79,0.72,0.5,12,reviewed,pr,pr
2019-12-01T07:27:00.110Z,37.6726667,-118.8305,3.19,1.11,md,17,141,0.01366,0.03,nc,nc73310536,2019-12-12T09:49:02.160Z,"14km ENE of Mammoth Lakes, CA",earthquake,0.55,0.75,0.256,17,reviewed,nc,nc
2019-12-01T07:35:23.422Z,51.7134,-174.7823,37.9,2.1,ml,,,,0.4,ak,ak019fe5eujw,2019-12-07T03:14:06.866Z,"66 km SW of Atka, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2019-12-01T07:36:24.970Z,63.0639,-149.342,85.8,1.3,ml,,,,0.31,ak,ak019fe5f19z,2019-12-07T03:14:07.611Z,"41 km SSW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-12-01T07:41:00.640Z,36.3355,-97.597,5,2.35,ml,69,51,0,0.25,ok,ok2019xmvg,2020-02-19T18:58:27.040Z,"3 km NNW of Covington, Oklahoma",earthquake,,0.6,0.16,11,reviewed,ok,ok
2019-12-01T07:44:28.464Z,60.1773,-141.3689,0,1.4,ml,,,,0.7,ak,ak019fe5gsjm,2019-12-12T17:56:57.931Z,"115 km NW of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-12-01T07:51:27.944Z,63.0143,-151.2105,5.6,1.1,ml,,,,0.63,ak,ak019fe5iaca,2019-12-07T03:14:50.984Z,"62 km NNW of Petersville, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-01T08:03:36.720Z,35.8011667,-117.6231667,4.74,1.06,ml,15,76,0.02542,0.2,ci,ci39212760,2019-12-01T08:07:15.560Z,"20km W of Searles Valley, CA",earthquake,0.35,0.59,0.171,12,automatic,ci,ci
2019-12-01T08:12:50.530Z,35.8471667,-117.6813333,3.06,1.72,ml,29,44,0.07499,0.19,ci,ci39212784,2019-12-01T08:23:35.660Z,"23km ESE of Little Lake, CA",earthquake,0.23,0.98,0.127,26,automatic,ci,ci
2019-12-01T08:16:06.668Z,57.2453,-154.5935,41.9,2.4,ml,,,,0.38,ak,ak019fe5w64k,2020-02-19T18:58:28.040Z,"36 km SSW of Karluk, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-12-01T08:22:33.391Z,61.0307,-152.4839,107.1,1.4,ml,,,,0.36,ak,ak019fe5xiln,2019-12-07T03:14:51.721Z,"72 km W of Tyonek, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-12-01T08:27:13.210Z,19.6945,-64.5171,30,3.45,md,10,320,2.0454,0.36,pr,pr2019335007,2020-02-19T18:58:28.040Z,"153 km N of Cruz Bay, U.S. Virgin Islands",earthquake,3.68,29.96,0.11,9,reviewed,pr,pr
2019-12-01T08:40:36.970Z,19.198,-66.5361,18,3.1,md,15,242,0.7209,0.3,pr,pr2019335005,2020-02-19T18:58:28.040Z,"81 km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.39,3.72,0.17,13,reviewed,pr,pr
2019-12-01T08:46:46.147Z,63.4798,-149.6202,108,1.2,ml,,,,0.47,ak,ak019fe62osc,2019-12-07T03:14:09.197Z,"34 km WNW of Cantwell, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-12-01T09:04:30.474Z,-19.8481,-174.8776,142.18,4.6,mb,,82,4.733,1.02,us,us60006pgf,2020-02-19T18:57:59.040Z,"54 km W of Pangai, Tonga",earthquake,11.5,8.9,0.128,18,reviewed,us,us
2019-12-01T09:10:32.870Z,35.588,-117.3995,5.04,1.27,ml,15,101,0.05113,0.19,ci,ci39212808,2019-12-01T09:14:14.872Z,"20km S of Trona, CA",earthquake,0.35,0.46,0.219,15,automatic,ci,ci
2019-12-01T09:18:15.900Z,35.5933333,-117.4306667,5.27,1.23,ml,17,113,0.02659,0.18,ci,ci39212816,2019-12-01T09:21:57.574Z,"20km S of Searles Valley, CA",earthquake,0.37,0.41,0.135,16,automatic,ci,ci
2019-12-01T09:22:53.900Z,37.5333333,-118.776,9.23,1.01,md,16,299,0.0706,0.03,nc,nc73310566,2019-12-03T00:19:02.399Z,"9km WSW of Toms Place, CA",earthquake,1.9,0.97,0.109,15,reviewed,nc,nc
2019-12-01T09:30:39.360Z,54.6431,-163.0295,61,1.9,ml,,,,0.21,ak,ak019fe6koe8,2019-12-07T03:14:52.491Z,"34 km SE of False Pass, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-12-01T09:34:18.650Z,36.2688333,-89.4825,7.49,1.13,md,11,60,0.02636,0.05,nm,nm60269332,2019-12-02T14:19:10.220Z,"0 km NE of Ridgely, Tennessee",earthquake,0.35,0.56,0.03,5,reviewed,nm,nm
2019-12-01T09:37:50.430Z,38.7788333,-122.7235,1.58,2.04,md,48,55,0.01123,0.07,nc,nc73310571,2019-12-13T00:52:03.415Z,"3km W of Anderson Springs, CA",earthquake,0.16,0.22,0.19,17,reviewed,nc,nc
2019-12-01T09:39:09.759Z,63.2654,-153.7704,11.9,1,ml,,,,0.65,ak,ak019fe6mjlk,2019-12-12T17:56:58.674Z,"41 km NE of Nikolai, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-01T09:40:54.820Z,38.7781667,-122.7221667,1.69,1.5,md,38,43,0.01245,0.07,nc,nc73310576,2019-12-13T02:27:05.976Z,"3km W of Anderson Springs, CA",earthquake,0.19,0.25,0.441,8,reviewed,nc,nc
2019-12-01T09:41:36.160Z,38.7788333,-122.7226667,1.59,1.45,md,30,55,0.01184,0.06,nc,nc73310581,2019-12-13T04:13:04.078Z,"3km W of Anderson Springs, CA",earthquake,0.21,0.27,0.255,5,reviewed,nc,nc
2019-12-01T09:49:47.960Z,35.8646667,-117.7071667,4.69,2.31,ml,30,51,0.07303,0.2,ci,ci39212848,2019-12-01T10:00:57.810Z,"20km ESE of Little Lake, CA",earthquake,0.25,0.65,0.14,25,automatic,ci,ci
2019-12-01T09:50:01.254Z,2.8003,66.5684,10,4.5,mb,,131,6.82,0.59,us,us60006pgh,2020-02-19T18:57:59.040Z,"Carlsberg Ridge",earthquake,13,1.9,0.136,16,reviewed,us,us
2019-12-01T09:52:23.220Z,35.6001667,-117.48,9.24,1.27,ml,20,65,0.01035,0.18,ci,ci39212856,2019-12-02T14:55:40.838Z,"18km E of Ridgecrest, CA",earthquake,0.32,0.5,0.11,16,reviewed,ci,ci
2019-12-01T09:53:43.420Z,35.6515,-117.4395,9.41,2.76,ml,34,61,0.06744,0.14,ci,ci39212864,2019-12-02T13:39:19.263Z,"13km SSW of Searles Valley, CA",earthquake,0.21,0.41,0.144,25,automatic,ci,ci
2019-12-01T09:54:10.875Z,59.8459,-153.2142,110.9,2,ml,,,,0.42,ak,ak019fe6prwd,2019-12-07T03:14:09.946Z,"50 km E of Pedro Bay, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-12-01T09:57:45.258Z,62.201,-145.6171,14.3,1.1,ml,,,,0.68,ak,ak019fe6qh3f,2019-12-07T03:14:10.863Z,"10 km NNW of Glennallen, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-01T10:01:31.180Z,35.5981667,-117.3845,2.45,2.23,ml,31,52,0.06439,0.2,ci,ci39212880,2019-12-01T10:05:16.698Z,"18km S of Trona, CA",earthquake,0.28,0.37,0.199,26,automatic,ci,ci
2019-12-01T10:02:30.301Z,19.285,-95.2961,10,4.3,mb,,37,0.754,1,us,us70006ez9,2020-02-19T18:58:28.040Z,"69 km N of La Nueva Victoria, Mexico",earthquake,4.5,2,0.16,11,reviewed,us,us
2019-12-01T10:05:54.450Z,59.9269,-150.5608,48.4,1.4,ml,,,,0.32,ak,ak019fe70s9h,2019-12-07T03:14:54.018Z,"23 km ENE of Fox River, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-12-01T10:29:15.500Z,19.3946667,-155.2561667,1.68,2.35,ml,28,48,0.009968,0.08,hv,hv71257296,2019-12-03T01:45:11.800Z,"5 km SSW of Volcano, Hawaii",earthquake,0.16,0.17,0.148,10,reviewed,hv,hv
2019-12-01T10:36:15.541Z,66.3257,-157.4047,1,1.3,ml,,,,0.62,ak,ak019fe77cgi,2019-12-07T03:14:54.749Z,"63 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-01T10:37:27.790Z,38.7563333,-122.7068333,1.29,1.1,md,23,107,0.01322,0.06,nc,nc73310611,2019-12-12T18:24:03.433Z,"2km SSW of Anderson Springs, CA",earthquake,0.19,0.23,0.256,4,reviewed,nc,nc
2019-12-01T10:40:06.719Z,-26.6049,178.4261,608.24,4.1,mb,,118,8.824,0.95,us,us60006pgk,2020-02-19T18:57:59.040Z,"south of the Fiji Islands",earthquake,15.4,10.4,0.139,14,reviewed,us,us
2019-12-01T10:41:50.800Z,35.8603333,-117.6913333,5.74,1.2,ml,22,57,0.079,0.18,ci,ci39212912,2019-12-01T10:45:34.464Z,"21km ESE of Little Lake, CA",earthquake,0.28,0.83,0.254,17,automatic,ci,ci
2019-12-01T10:46:22.565Z,69.4975,-144.227,2.4,1.1,ml,,,,0.52,ak,ak019fe79i5s,2019-12-07T03:14:55.514Z,"74 km SSW of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-01T10:46:23.564Z,37.0117,-105.0165,5,1.3,ml,,146,0.171,0.31,us,us60006ngy,2020-02-19T18:57:51.040Z,"15 km S of Stonewall Gap, Colorado",earthquake,1,1.9,0.115,10,reviewed,us,us
2019-12-01T10:56:32.172Z,-1.5517,67.7155,10,4.5,mb,,140,5.656,1.13,us,us60006pgl,2020-02-19T18:57:59.040Z,"Carlsberg Ridge",earthquake,11.9,1.9,0.145,14,reviewed,us,us
2019-12-01T10:57:16.070Z,47.4223333,-113.3983333,16.15,2.23,ml,22,162,0.192,0.15,mb,mb80373824,2019-12-01T15:25:12.790Z,"26 km ESE of Condon, Montana",earthquake,0.47,0.53,0.188,5,reviewed,mb,mb
