time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-16T00:36:04.400Z,35.889,-117.7345,8.31,1.44,ml,13,60,0.08398,0.09,ci,ci38577231,2019-07-16T15:48:10.228Z,"16km ESE of Little Lake, CA",earthquake,0.18,0.51,0.221,15,reviewed,ci,ci
2019-07-16T00:37:13.200Z,44.109,-121.336833333333,-1.2,1.88,ml,14,137,,0.38,uw,uw61536106,2019-07-17T04:10:03.046Z,"4 km S of Tumalo, Oregon",explosion,1.08,31.61,0.126277171860115,11,reviewed,uw,uw
2019-07-16T00:46:02.170Z,35.9321667,-117.6811667,2.27,1.52,ml,18,95,0.1121,0.18,ci,ci38577271,2019-07-16T00:49:49.837Z,"20km E of Little Lake, CA",earthquake,0.41,0.62,0.127,22,automatic,ci,ci
2019-07-16T00:48:51.320Z,35.7696667,-117.5871667,9.42,2.1,ml,23,65,0.04674,0.15,ci,ci38577287,2019-07-16T00:59:34.740Z,"16km W of Searles Valley, CA",earthquake,0.28,0.58,0.181,26,automatic,ci,ci
2019-07-16T00:50:22.060Z,35.9461667,-117.7015,3.14,3.13,ml,65,32,0.04152,0.13,ci,ci38577303,2020-04-14T17:01:04.034Z,"18km E of Little Lake, CA",earthquake,0.09,0.28,0.213,25,reviewed,ci,ci
2019-07-16T00:53:34.370Z,35.8676682,-117.6823349,7.14,1.12,ml,11,89,0.08623,0.1,ci,ci38577319,2019-07-16T00:57:15.956Z,"22km ESE of Little Lake, CA",earthquake,0.57,1.22,0.235,3,automatic,ci,ci
2019-07-16T00:54:23.420Z,35.5615,-117.4011667,4.77,1.42,ml,16,71,0.04715,0.22,ci,ci38577327,2019-07-16T00:58:10.338Z,"23km S of Trona, CA",earthquake,0.52,0.74,0.148,20,automatic,ci,ci
2019-07-16T00:54:51.300Z,35.7051667,-117.5231667,2.72,1.53,ml,15,89,0.1258,0.3,ci,ci38577335,2019-07-16T00:58:28.961Z,"13km WSW of Searles Valley, CA",earthquake,0.52,0.88,0.134,19,automatic,ci,ci
2019-07-16T00:55:51.410Z,35.8536667,-117.6851667,7.26,1.37,ml,15,58,0.07888,0.21,ci,ci38577343,2019-07-16T00:59:30.962Z,"22km ESE of Little Lake, CA",earthquake,0.4,1.14,0.214,18,automatic,ci,ci
2019-07-16T00:56:19.960Z,36.0613333,-117.8481667,1.84,1.76,ml,18,122,0.05639,0.18,ci,ci38577351,2019-07-16T01:00:19.969Z,"9km ENE of Coso Junction, CA",earthquake,0.41,0.44,0.247,26,automatic,ci,ci
2019-07-16T00:58:14.070Z,35.9459991,-117.378334,0.38,1.4,ml,15,91,0.1433,0.2,ci,ci38577359,2019-07-16T01:02:10.980Z,"20km N of Searles Valley, CA",earthquake,0.41,0.81,0.092,5,automatic,ci,ci
2019-07-16T00:59:14.022Z,51.538,-178.2515,68.7,1.1,ml,,,,0.23,ak,ak01991t8254,2019-08-12T23:48:53.454Z,"117 km WSW of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2019-07-16T00:59:43.430Z,35.8813324,-117.6933365,9.52,1.12,ml,11,87,0.09302,0.12,ci,ci38577375,2019-07-16T01:03:19.504Z,"20km ESE of Little Lake, CA",earthquake,0.4,1.45,0.183,3,automatic,ci,ci
2019-07-16T01:04:13.770Z,36.0056667,-117.9196667,2.49,1.06,ml,7,209,0.02382,0.05,ci,ci38577383,2019-07-16T15:27:56.201Z,"5km SSE of Coso Junction, CA",earthquake,0.32,0.15,0.236,4,reviewed,ci,ci
2019-07-16T01:05:07.610Z,35.9493333,-117.7083333,2.46,2.66,ml,25,65,0.088,0.17,ci,ci38577391,2019-07-16T01:15:49.800Z,"18km E of Little Lake, CA",earthquake,0.27,0.62,0.186,25,automatic,ci,ci
2019-07-16T01:06:10.090Z,35.6846667,-117.423,3.89,1.64,ml,16,106,0.103,0.24,ci,ci38577399,2019-07-16T01:10:03.931Z,"9km S of Searles Valley, CA",earthquake,0.65,1.71,0.096,10,automatic,ci,ci
2019-07-16T01:09:44.280Z,19.3376667,-155.1463333,5.73,2.29,ml,52,172,0.04688,0.1,hv,hv71048352,2019-07-16T02:27:22.240Z,"14 km S of Fern Forest, Hawaii",earthquake,0.29,0.41,0.124,25,reviewed,hv,hv
2019-07-16T01:11:47.410Z,35.6268333,-117.4598333,6.37,1.73,ml,21,74,0.04029,0.14,ci,ci38577407,2019-07-16T01:15:33.151Z,"16km SSW of Searles Valley, CA",earthquake,0.33,0.58,0.197,26,automatic,ci,ci
2019-07-16T01:14:04.995Z,55.8276,-160.7509,144.2,2.2,ml,,,,0.31,ak,ak01991tjtar,2019-08-12T23:49:48.625Z,"34 km SE of Nelson Lagoon, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2019-07-16T01:18:11.160Z,35.8926667,-117.7246667,2,2.45,ml,23,54,0.09006,0.17,ci,ci38577431,2019-07-16T01:28:55.990Z,"17km ESE of Little Lake, CA",earthquake,0.25,0.44,0.167,25,automatic,ci,ci
2019-07-16T01:21:22.990Z,35.6486667,-117.4898333,7.57,1.56,ml,16,106,0.06599,0.17,ci,ci38577439,2019-07-16T01:25:15.203Z,"15km SSW of Searles Valley, CA",earthquake,0.39,1.11,0.18,22,automatic,ci,ci
2019-07-16T01:28:41.060Z,35.7126667,-117.5413333,2.92,1.51,ml,16,86,0.1125,0.19,ci,ci38577471,2019-07-16T01:32:37.249Z,"14km WSW of Searles Valley, CA",earthquake,0.37,0.8,0.182,21,automatic,ci,ci
2019-07-16T01:30:32.670Z,40.0945,-123.7283333,29.6,1.51,md,18,101,0.1086,0.21,nc,nc73224396,2019-07-17T00:52:03.719Z,"9km ESE of Redway, CA",earthquake,0.72,0.64,0.302,11,reviewed,nc,nc
2019-07-16T01:32:12.770Z,19.2128334,-155.401001,31.08,1.71,md,27,159,0.02476,0.16,hv,hv71048372,2019-07-16T01:35:26.480Z,"8 km E of P?hala, Hawaii",earthquake,0.67,1.09,0.1,4,automatic,hv,hv
2019-07-16T01:41:38.328Z,53.0041,-173.1567,161.62,2.8,ml,,130,1.024,0.56,us,us600054bn,2019-10-04T16:37:01.040Z,"114 km NE of Atka, Alaska",earthquake,7.4,12.6,0.091,16,reviewed,us,us
2019-07-16T01:44:47.900Z,35.8561667,-117.718,6.2,1.18,ml,12,103,0.06089,0.2,ci,ci38577535,2019-07-16T01:48:32.920Z,"19km ESE of Little Lake, CA",earthquake,0.49,0.97,0.241,15,automatic,ci,ci
2019-07-16T01:45:34.120Z,35.652,-117.4283333,8.99,1.16,ml,10,193,0.07094,0.25,ci,ci38577543,2019-07-16T01:49:05.352Z,"13km S of Searles Valley, CA",earthquake,1.08,1.76,0.184,14,automatic,ci,ci
2019-07-16T01:47:48.680Z,37.6296667,-118.871,3.21,1.08,md,15,89,0.01242,0.03,nc,nc73224406,2019-07-17T19:19:02.798Z,"10km E of Mammoth Lakes, CA",earthquake,0.37,0.51,0.395,13,reviewed,nc,nc
2019-07-16T01:53:12.760Z,35.6583333,-117.5221667,12.58,1.65,ml,13,160,0.08674,0.21,ci,ci38577559,2019-07-16T01:57:07.409Z,"14km ENE of Ridgecrest, CA",earthquake,0.6,1.18,0.378,20,automatic,ci,ci
2019-07-16T01:54:25.220Z,36.0505,-117.8548333,1.47,2.22,ml,22,91,0.0515,0.17,ci,ci38577575,2019-07-16T01:58:12.418Z,"8km E of Coso Junction, CA",earthquake,0.3,0.39,0.224,25,automatic,ci,ci
2019-07-16T01:56:45.190Z,33.9946667,-116.9755,9.23,1.19,ml,34,55,0.07321,0.19,ci,ci38577591,2019-07-16T02:00:31.436Z,"7km E of Calimesa, CA",earthquake,0.24,0.88,0.227,26,automatic,ci,ci
2019-07-16T01:57:52.332Z,66.3199,-157.2253,9.6,1.6,ml,,,,0.54,ak,ak01991tt4qp,2019-08-12T23:49:49.864Z,"63 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-16T02:00:35.640Z,35.6856667,-117.4525,4.32,1.16,ml,13,154,0.09927,0.18,ci,ci38577607,2019-07-16T02:04:14.735Z,"10km SSW of Searles Valley, CA",earthquake,0.59,1.2,0.127,14,automatic,ci,ci
2019-07-16T02:04:50.472Z,52.8446,-167.4169,25.6,2.3,ml,,,,0.58,ak,ak01991u3765,2019-08-12T23:48:54.762Z,"97 km E of Nikolski, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2019-07-16T02:06:21.570Z,35.2988333,-117.8668333,11.98,1.15,ml,12,146,0.03575,0.16,ci,ci38577647,2019-07-16T02:10:08.075Z,"22km NNE of California City, CA",earthquake,0.56,0.95,0.156,19,automatic,ci,ci
2019-07-16T02:06:23.742Z,61.1958,-151.3854,74.2,1.3,ml,,,,0.38,ak,ak01991u3kme,2019-08-12T23:49:50.541Z,"17 km WNW of Beluga, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-16T02:08:01.730Z,35.9105,-117.4606667,1.61,1.21,ml,12,64,0.1453,0.27,ci,ci38577663,2019-07-16T02:11:43.084Z,"17km NNW of Searles Valley, CA",earthquake,0.49,0.91,0.112,15,automatic,ci,ci
2019-07-16T02:13:24.150Z,35.8806667,-117.7483333,11.23,1.06,ml,13,69,0.0732,0.29,ci,ci38577679,2019-07-16T02:17:12.268Z,"16km ESE of Little Lake, CA",earthquake,0.72,1.83,0.293,10,automatic,ci,ci
2019-07-16T02:13:30.050Z,36.0253333,-117.3241667,1.6,2.33,ml,21,57,0.1375,0.16,ci,ci38577695,2019-07-16T02:17:32.165Z,"30km N of Trona, CA",earthquake,0.27,0.58,0.116,25,automatic,ci,ci
2019-07-16T02:19:35.670Z,35.867,-117.6885,2.16,1.84,ml,18,68,0.08516,0.1,ci,ci38577711,2019-07-16T02:23:24.197Z,"21km ESE of Little Lake, CA",earthquake,0.21,0.33,0.128,26,automatic,ci,ci
2019-07-16T02:21:13.550Z,35.932,-117.7085,4.49,1.17,ml,12,88,0.09029,0.16,ci,ci38577727,2019-07-16T02:24:48.620Z,"18km E of Little Lake, CA",earthquake,0.43,0.79,0.16,15,automatic,ci,ci
2019-07-16T02:24:04.493Z,65.6426,-145.198,10,1,ml,,,,0.72,ak,ak01991u7e0x,2019-08-12T23:49:51.139Z,"19 km WNW of Central, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-16T02:24:59.820Z,35.6128333,-117.4616667,2.75,2.08,ml,27,66,0.02628,0.15,ci,ci38577743,2019-07-16T02:35:28.320Z,"18km SSW of Searles Valley, CA",earthquake,0.27,0.38,0.147,26,automatic,ci,ci
2019-07-16T02:31:36.600Z,35.5576667,-117.3001667,6.06,1.47,ml,13,165,0.06181,0.17,ci,ci38577759,2019-07-16T02:35:23.861Z,"24km SSE of Trona, CA",earthquake,0.5,0.93,0.105,17,automatic,ci,ci
2019-07-16T02:32:03.920Z,35.6855,-117.5635,8.41,1.2,ml,9,112,0.06349,0.13,ci,ci38577767,2019-07-16T15:44:16.265Z,"12km NE of Ridgecrest, CA",earthquake,0.32,0.82,0.172,3,reviewed,ci,ci
2019-07-16T02:34:39.010Z,36.0576668,-117.8526688,2.01,1.62,ml,17,113,0.05846,0.15,ci,ci38577783,2019-07-16T02:38:29.020Z,"9km E of Coso Junction, CA",earthquake,0.43,0.37,0.215,8,automatic,ci,ci
2019-07-16T02:35:16.700Z,35.9818333,-117.663,1.45,1.45,ml,12,199,0.1183,0.13,ci,ci38577791,2019-07-16T02:39:04.022Z,"22km ENE of Little Lake, CA",earthquake,0.57,0.43,0.146,17,automatic,ci,ci
2019-07-16T02:35:52.620Z,35.8691667,-117.7015,7.79,3.05,ml,66,19,0.07943,0.15,ci,ci38577799,2020-04-14T17:21:07.870Z,"20km ESE of Little Lake, CA",earthquake,0.11,0.36,0.141,198,reviewed,ci,ci
2019-07-16T02:37:36.580Z,35.6111667,-117.4691667,7.88,1.98,ml,23,66,0.02526,0.21,ci,ci38577807,2019-07-16T02:41:24.035Z,"18km SSW of Searles Valley, CA",earthquake,0.48,0.83,0.13,27,automatic,ci,ci
2019-07-16T02:40:34.640Z,68.8887,-147.6248,16.6,2,ml,,,,0.52,ak,ak01991uavx2,2019-08-12T23:48:56.068Z,"120 km NW of Arctic Village, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-16T02:41:55.980Z,35.7621667,-117.577,8.91,1.44,ml,15,160,0.056,0.19,ci,ci38577823,2019-07-16T02:45:39.510Z,"16km W of Searles Valley, CA",earthquake,0.58,0.95,0.124,18,automatic,ci,ci
2019-07-16T02:47:05.050Z,35.6323333,-117.4316667,5.07,3.8,mw,80,36,0.03336,0.14,ci,ci38577831,2020-04-14T17:25:11.090Z,"15km S of Searles Valley, CA",earthquake,0.09,0.17,,6,reviewed,ci,ci
2019-07-16T02:49:41.250Z,35.918,-117.6635,0.01,1.82,ml,15,131,0.1153,0.26,ci,ci38577847,2019-07-16T02:53:33.107Z,"22km E of Little Lake, CA",earthquake,0.85,31.61,0.114,17,automatic,ci,ci
2019-07-16T02:50:23.440Z,35.6381667,-117.4401667,4.81,1.34,ml,12,85,0.03006,0.13,ci,ci38577855,2019-12-04T00:40:02.306Z,"15km SSW of Searles Valley, CA",earthquake,0.26,0.38,0.191,3,reviewed,ci,ci
2019-07-16T02:55:02.330Z,35.867,-117.7176667,8.33,1.69,ml,19,90,0.0698,0.18,ci,ci38577863,2019-07-17T14:17:35.690Z,"19km ESE of Little Lake, CA",earthquake,0.33,0.86,0.19,26,automatic,ci,ci
2019-07-16T02:55:13.353Z,58.1961,-155.2543,3.6,1.9,ml,,,,0.43,ak,ak01991ue1y1,2019-08-12T23:48:56.767Z,"84 km NW of Karluk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-07-16T02:56:07.170Z,36.0883333,-117.8413333,1.03,2.46,ml,20,100,0.03117,0.14,ci,ci38577871,2019-07-16T03:26:30.610Z,"11km ENE of Coso Junction, CA",earthquake,0.31,0.32,0.125,26,automatic,ci,ci
2019-07-16T02:57:32.630Z,35.6521667,-117.518,2.11,1.73,ml,22,80,0.07975,0.18,ci,ci38577879,2019-07-17T14:18:01.120Z,"15km ENE of Ridgecrest, CA",earthquake,0.35,0.67,0.116,25,automatic,ci,ci
2019-07-16T02:57:47.635Z,53.2601,-166.9312,82.6,2,ml,,,,0.22,ak,ak01991uejzd,2019-08-12T23:48:57.448Z,"73 km SSW of Unalaska, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2019-07-16T03:02:45.100Z,37.812,-113.191,10.52,1.35,ml,11,132,0.199,0.17,uu,uu60331392,2019-07-22T19:39:38.990Z,"15 km WNW of Enoch, Utah",earthquake,0.62,2.07,0.302,2,reviewed,uu,uu
2019-07-16T03:03:41.520Z,35.8566667,-117.6775,7.32,1.2,ml,17,65,0.07676,0.14,ci,ci38577895,2019-07-16T03:07:23.211Z,"22km ESE of Little Lake, CA",earthquake,0.29,0.76,0.19,18,automatic,ci,ci
2019-07-16T03:04:07.360Z,35.6003333,-117.411,9.01,2.04,ml,25,70,0.04395,0.14,ci,ci38577903,2019-07-16T03:14:55.360Z,"18km S of Trona, CA",earthquake,0.25,0.49,0.171,25,automatic,ci,ci
2019-07-16T03:06:55.428Z,59.6703,-152.8033,81.7,1.3,ml,,,,0.15,ak,ak01991up2o6,2019-08-12T23:49:52.339Z,"55 km WSW of Anchor Point, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-07-16T03:10:18.432Z,61.5216,-149.9418,36.2,1.4,ml,,,,0.49,ak,ak01991upul0,2019-08-12T23:48:58.089Z,"0 km E of Big Lake, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-07-16T03:11:25.572Z,28.3513,-98.9782,5,2.5,mb_lg,,98,0.367,0.81,us,us60004y6e,2019-10-04T16:37:01.040Z,"20 km SW of Fowlerton, Texas",earthquake,1.5,1.7,0.109,22,reviewed,us,us
2019-07-16T03:11:55.900Z,35.6078339,-117.442337,4.24,1.6,ml,21,90,0.02674,0.23,ci,ci38577935,2019-07-16T03:15:52.800Z,"18km S of Searles Valley, CA",earthquake,0.41,0.61,0.277,4,automatic,ci,ci
2019-07-16T03:12:10.110Z,36.1963333,-117.8925,1.97,2.83,ml,23,94,0.08429,0.15,ci,ci38577951,2019-07-16T03:23:01.800Z,"14km SE of Olancha, CA",earthquake,0.4,0.71,0.175,26,automatic,ci,ci
2019-07-16T03:14:42.290Z,35.9005,-117.6601667,1.35,1.31,ml,10,108,0.09871,0.08,ci,ci38577967,2019-07-16T03:18:20.376Z,"23km E of Little Lake, CA",earthquake,0.18,0.37,0.189,18,automatic,ci,ci
2019-07-16T03:17:57.360Z,36.1098328,-117.8433304,2.63,1.26,ml,11,150,0.01212,0.14,ci,ci38577983,2019-07-16T03:21:27.392Z,"12km NE of Coso Junction, CA",earthquake,1.54,1.15,0.295,6,automatic,ci,ci
2019-07-16T03:19:48.560Z,-36.6965,-73.0737,33.51,2.9,ml,,130,0.106,0.67,us,us70004lsv,2019-10-04T16:37:01.040Z,"Near the coast of Bio-Bio, Chile",earthquake,9.9,12.2,0.071,26,reviewed,us,us
2019-07-16T03:20:56.730Z,35.824,-117.6525,5,2.08,ml,41,26,0.04545,0.18,ci,ci38577991,2019-07-16T18:36:33.204Z,"23km N of Ridgecrest, CA",earthquake,0.16,0.46,0.104,32,reviewed,ci,ci
2019-07-16T03:21:49.610Z,35.9093333,-117.7376667,3.7,1.49,ml,13,91,0.07626,0.08,ci,ci38577999,2019-07-16T03:25:42.413Z,"16km E of Little Lake, CA",earthquake,0.22,0.73,0.152,19,automatic,ci,ci
2019-07-16T03:23:08.140Z,35.8848333,-117.6871667,1.45,1.33,ml,13,91,0.09889,0.24,ci,ci38578007,2019-07-16T03:26:46.359Z,"21km ESE of Little Lake, CA",earthquake,0.48,0.68,0.155,17,automatic,ci,ci
2019-07-16T03:25:47.700Z,36.0273333,-117.3266667,2.4,1.29,ml,10,119,0.1351,0.16,ci,ci38578023,2019-07-16T03:29:34.897Z,"30km N of Trona, CA",earthquake,0.51,2.24,0.18,13,automatic,ci,ci
2019-07-16T03:26:49.590Z,35.543499,-117.4611664,-0.38,1.5,ml,15,66,0.08096,0.26,ci,ci38578031,2019-07-16T03:30:42.617Z,"21km ESE of Ridgecrest, CA",earthquake,0.61,1.28,0.236,3,automatic,ci,ci
2019-07-16T03:27:16.230Z,35.6666667,-117.5493333,9.92,1.88,ml,23,72,0.1538,0.14,ci,ci38578039,2019-07-16T03:31:10.148Z,"12km ENE of Ridgecrest, CA",earthquake,0.26,0.67,0.137,26,automatic,ci,ci
2019-07-16T03:30:36.380Z,35.5865,-117.4306667,2.97,2.44,ml,23,68,0.0257,0.17,ci,ci38578047,2019-07-16T03:41:15.920Z,"20km S of Searles Valley, CA",earthquake,0.29,0.42,0.103,24,automatic,ci,ci
2019-07-16T03:32:11.650Z,35.852,-117.6751667,8.14,3.21,ml,62,21,0.07274,0.15,ci,ci38578055,2020-04-14T18:51:34.400Z,"23km ESE of Little Lake, CA",earthquake,0.11,0.31,0.208,92,reviewed,ci,ci
2019-07-16T03:32:58.180Z,35.9213333,-117.6771667,2.26,1.98,ml,8,208,0.1174,0.07,ci,ci38578063,2019-07-16T03:36:30.657Z,"21km E of Little Lake, CA",earthquake,0.57,0.3,0.11,6,automatic,ci,ci
2019-07-16T03:34:37.510Z,35.6573333,-117.4548333,6.13,1.63,ml,20,90,0.07093,0.16,ci,ci38578071,2019-07-16T03:39:06.668Z,"13km SSW of Searles Valley, CA",earthquake,0.4,0.94,0.134,22,automatic,ci,ci
2019-07-16T03:35:48.790Z,35.6595,-117.4468333,11.07,2.81,ml,28,68,0.07391,0.17,ci,ci38578079,2019-07-16T03:46:25.710Z,"13km SSW of Searles Valley, CA",earthquake,0.31,0.51,0.2,25,automatic,ci,ci
2019-07-16T03:48:12.680Z,35.6496667,-117.448,9.13,1.23,ml,10,227,0.06408,0.17,ci,ci38578111,2019-07-16T03:51:51.760Z,"14km SSW of Searles Valley, CA",earthquake,1.11,0.97,0.136,10,automatic,ci,ci
2019-07-16T03:51:58.600Z,36.0536667,-117.8583333,2.89,1.05,ml,8,152,0.05269,0.07,ci,ci38578127,2019-07-16T03:55:39.768Z,"8km E of Coso Junction, CA",earthquake,0.42,1.1,0.213,14,automatic,ci,ci
2019-07-16T03:52:36.600Z,35.8790016,-117.6921692,8.85,1.31,ml,11,157,0.09182,0.06,ci,ci38578135,2019-07-16T03:56:14.282Z,"20km ESE of Little Lake, CA",earthquake,0.44,1.02,0.193,4,automatic,ci,ci
2019-07-16T03:53:13.501Z,-0.4416,127.9725,10,4.5,mb,,147,1.348,0.85,us,us60004uvj,2019-10-04T16:37:01.040Z,"138 km SSE of Sofifi, Indonesia",earthquake,7.2,1.9,0.14,15,reviewed,us,us
2019-07-16T03:53:36.980Z,35.7804985,-117.6080017,3.54,1.48,ml,21,70,0.03619,0.18,ci,ci38578143,2019-07-16T03:57:23.288Z,"18km W of Searles Valley, CA",earthquake,0.34,0.83,0.309,12,automatic,ci,ci
2019-07-16T03:56:06.340Z,35.934,-117.6263333,18.19,1.03,ml,8,197,0.1203,0.23,ci,ci38578159,2019-07-16T03:59:38.237Z,"25km E of Little Lake, CA",earthquake,1.76,2.62,0.139,12,automatic,ci,ci
2019-07-16T03:56:53.750Z,35.9051667,-117.6988333,0.58,1.16,ml,10,167,0.1061,0.24,ci,ci38578167,2019-07-16T04:00:39.308Z,"19km E of Little Lake, CA",earthquake,0.74,1.13,0.142,11,automatic,ci,ci
2019-07-16T04:01:15.070Z,35.7265,-117.4935,0.61,1.07,ml,10,107,0.1228,0.23,ci,ci38578175,2019-07-16T04:04:48.539Z,"9km WSW of Searles Valley, CA",earthquake,0.65,0.97,0.113,10,automatic,ci,ci
2019-07-16T04:05:26.310Z,35.6651667,-117.4655,0.27,1.28,ml,18,151,0.07854,0.22,ci,ci38578199,2019-07-16T04:09:21.862Z,"13km SSW of Searles Valley, CA",earthquake,0.6,31.61,0.149,16,automatic,ci,ci
2019-07-16T04:07:36.220Z,45.8585,-111.354,6,1.05,ml,9,110,0.308,0.09,mb,mb80352784,2019-07-17T15:24:58.380Z,"1 km W of Manhattan, Montana",earthquake,0.55,6.23,0.029,3,reviewed,mb,mb
2019-07-16T04:07:58.070Z,35.8808333,-117.6851667,7.85,1.17,ml,13,91,0.09639,0.07,ci,ci38578207,2019-07-16T04:11:42.425Z,"21km ESE of Little Lake, CA",earthquake,0.18,0.63,0.244,16,automatic,ci,ci
2019-07-16T04:08:42.860Z,45.8623333,-111.3636667,4.07,1.1,ml,8,109,0.307,0.12,mb,mb80352789,2019-07-17T15:40:59.750Z,"2 km WNW of Manhattan, Montana",earthquake,0.52,9.58,0.026,2,reviewed,mb,mb
2019-07-16T04:11:07.390Z,35.7773333,-117.5988333,6.65,2.02,ml,23,54,0.03834,0.14,ci,ci38578223,2019-07-16T04:14:52.442Z,"18km W of Searles Valley, CA",earthquake,0.25,0.54,0.148,26,automatic,ci,ci
