time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-01T00:30:23.489Z,37.7893,-114.3012,0,1.3,ml,7,133.36,0.218,0.1114,nn,nn00688882,2019-07-01T04:27:37.006Z,"7 km E of Panaca, Nevada",earthquake,,3.7,0.35,2,reviewed,nn,nn
2019-07-01T00:33:10.030Z,-21.5403,-68.5078,161.79,4.2,mb,,49,0.728,0.58,us,us700047tw,2019-09-14T16:08:24.040Z,"110 km NNE of Calama, Chile",earthquake,6.6,6.7,0.187,8,reviewed,us,us
2019-07-01T00:37:36.037Z,41.2155,142.125,44.45,5.2,mww,,39,0.908,0.83,us,us700047tx,2019-09-14T16:08:24.040Z,"76 km E of Mutsu, Japan",earthquake,5.4,4.5,0.075,17,reviewed,us,us
2019-07-01T00:42:58.607Z,52.3779,-167.7333,10,3.2,ml,,226,0.906,0.63,us,us7000482p,2019-09-14T16:08:27.040Z,"98 km SE of Nikolski, Alaska",earthquake,2.4,2,0.085,18,reviewed,us,us
2019-07-01T00:43:31.230Z,19.3391667,-155.1338333,6.36,2.63,ml,60,115,0.04614,0.11,hv,hv71017736,2019-09-14T16:08:25.040Z,"13 km S of Fern Forest, Hawaii",earthquake,0.3,0.36,0.142,34,reviewed,hv,hv
2019-07-01T00:45:07.770Z,33.4205,-116.6218333,7.54,1.06,ml,38,60,0.0758,0.14,ci,ci38438343,2019-07-02T21:32:05.336Z,"15km N of Warner Springs, CA",earthquake,0.18,0.48,0.148,26,reviewed,ci,ci
2019-07-01T00:48:43.740Z,-31.5741,-68.1945,112.96,4.6,mb,,49,0.419,1.22,us,us700047u7,2019-09-14T16:08:25.040Z,"11 km NE of Caucete, Argentina",earthquake,7.6,8.3,0.141,15,reviewed,us,us
2019-07-01T00:55:01.723Z,37.792,-114.3038,5.5,1.2,ml,6,133.67,0.215,0.091,nn,nn00688883,2019-07-01T04:30:42.407Z,"7 km E of Panaca, Nevada",earthquake,,3,0.35,2,reviewed,nn,nn
2019-07-01T00:59:25.170Z,19.0963,-65.607,103,3,md,6,316,0.9844,0.38,pr,pr2019182000,2019-07-01T07:06:54.694Z,"78 km NNE of Vieques, Puerto Rico",earthquake,6.96,7.81,0.46,6,reviewed,pr,pr
2019-07-01T01:02:28.824Z,37.7787,-114.3135,2.3,1.6,ml,8,128.72,0.22,0.0637,nn,nn00688863,2019-07-01T20:48:26.392Z,"6 km E of Panaca, Nevada",earthquake,,3,0.66,4,reviewed,nn,nn
2019-07-01T01:04:21.947Z,38.2508,141.7148,60.22,4.5,mb,,142,0.823,0.99,us,us700047ud,2019-09-14T16:08:25.040Z,"near the east coast of Honshu, Japan",earthquake,7.3,8.1,0.105,27,reviewed,us,us
2019-07-01T01:05:38.930Z,19.5611,-65.3245,72,3.48,md,13,322,1.4642,0.5,pr,pr2019182002,2019-09-14T16:08:26.040Z,"Puerto Rico region",earthquake,4.92,14.06,0.3,12,reviewed,pr,pr
2019-07-01T01:07:13.820Z,39.634,-122.0108333,24.34,1.72,md,18,55,0.3073,0.17,nc,nc73204181,2019-07-02T05:16:03.351Z,"12km S of Hamilton City, CA",earthquake,0.53,0.94,0.169,18,reviewed,nc,nc
2019-07-01T01:10:04.816Z,62.7421,-150.8631,88.5,1,ml,,,,0.53,ak,ak0198d0gqzi,2019-07-22T00:30:19.343Z,"27 km N of Petersville, Alaska",earthquake,,1,,,reviewed,ak,ak
2019-07-01T01:10:16.882Z,37.7745,-114.3126,0,1.6,ml,8,106.21,0.223,0.1943,nn,nn00688864,2019-07-01T20:42:13.107Z,"6 km ESE of Panaca, Nevada",earthquake,,0,0.63,4,reviewed,nn,nn
2019-07-01T01:13:15.365Z,58.4372,-153.6763,62.5,1.7,ml,,,,0.4,ak,ak0198d0hexz,2019-07-22T00:30:20.016Z,"61 km NW of Aleneva, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T01:14:03.765Z,39.335,71.6055,10,5,mb,,40,0.214,0.69,us,us700047un,2019-09-14T16:08:25.040Z,"13 km NNE of Karakenja, Tajikistan",earthquake,6,1.8,0.035,269,reviewed,us,us
2019-07-01T01:15:07.609Z,37.8139,-114.3022,11.6,1.4,ml,14,97.78,0.2,0.2994,nn,nn00688865,2019-07-03T21:04:22.709Z,"8 km ENE of Panaca, Nevada",earthquake,,2.2,0.4,5,reviewed,nn,nn
2019-07-01T01:21:19.680Z,19.443,-65.4808,66,3.52,md,13,325,1.2842,0.29,pr,pr2019182001,2019-09-14T16:08:26.040Z,"118 km NNE of Vieques, Puerto Rico",earthquake,2.97,8.26,0.34,10,reviewed,pr,pr
2019-07-01T01:31:27.046Z,62.3295,-152.4414,3.8,1.1,ml,,,,0.84,ak,ak0198d0laqw,2019-07-22T00:30:20.849Z,"66 km NW of Skwentna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T01:36:04.829Z,59.294,-153.274,92.8,2.4,ml,,,,0.41,ak,ak0198d0mbk5,2019-09-14T16:08:25.040Z,"72 km SE of Pedro Bay, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T01:38:00.005Z,14.4762,-92.7556,55.01,4,mb,,214,1.028,0.75,us,us70004hvv,2019-09-14T16:08:38.040Z,"45 km SW of Puerto Madero, Mexico",earthquake,10.7,13.8,0.1,27,reviewed,us,us
2019-07-01T02:04:56.569Z,65.4221,-153.3999,8.1,1,ml,,,,0.66,ak,ak0198d110aw,2019-07-22T00:30:22.742Z,"67 km WNW of Tanana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T02:06:16.636Z,60.2039,-140.9656,14.2,1,ml,,,,0.58,ak,ak0198d11btm,2019-07-22T00:30:23.582Z,"100 km NW of Yakutat, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T02:23:07.780Z,35.2167,140.7412,26.02,4,mb,,170,2.169,0.85,us,us70004hvl,2019-09-14T16:08:38.040Z,"31 km E of ?hara, Japan",earthquake,7.1,7,0.26,4,reviewed,us,us
2019-07-01T02:31:36.149Z,69.0447,-147.052,9.6,1.4,ml,,,,0.62,ak,ak0198d16r2v,2019-07-22T00:30:25.132Z,"119 km NNW of Arctic Village, Alaska",earthquake,,1,,,reviewed,ak,ak
2019-07-01T02:39:11.460Z,35.7311667,-117.5573333,2.47,1.47,ml,32,75,0.0905,0.16,ci,ci38438447,2019-07-02T21:53:17.809Z,"14km WSW of Searles Valley, CA",earthquake,0.2,0.37,0.095,16,reviewed,ci,ci
2019-07-01T02:45:33.540Z,38.7931667,-122.7601667,2.67,1.39,md,42,51,0.02083,0.07,nc,nc73204191,2019-07-04T09:09:03.735Z,"2km N of The Geysers, CA",earthquake,0.18,0.41,0.181,11,reviewed,nc,nc
2019-07-01T02:46:09.859Z,52.6026,160.6626,10,4.5,mb,,138,1.292,1.12,us,us700047v9,2019-09-14T16:08:25.040Z,"144 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.9,1.9,0.076,51,reviewed,us,us
2019-07-01T02:51:00.421Z,69.5014,-144.3208,7.9,2.7,ml,,,,0.6,ak,ak0198d1ayq2,2019-09-14T16:08:25.040Z,"75 km SSW of Kaktovik, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T02:51:57.730Z,36.4985,-121.0756667,5.01,1.97,md,34,82,0.04543,0.08,nc,nc73204196,2019-07-03T01:38:02.938Z,"7km ESE of Pinnacles, CA",earthquake,0.18,0.55,0.276,32,reviewed,nc,nc
2019-07-01T02:53:34.079Z,60.8427,-147.354,27,1.3,ml,,,,0.8,ak,ak0198d1bgo4,2019-07-22T00:30:26.771Z,"36 km W of Tatitlek, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T02:58:42.322Z,60.1727,-141.2778,0,1.5,ml,,,,0.45,ak,ak0198d1cjxo,2019-07-22T00:30:27.559Z,"111 km NW of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-01T03:02:41.050Z,61.4515,-146.3874,35.1,1,ml,,,,0.44,ak,ak0198d1lz7k,2019-07-22T00:30:29.065Z,"35 km N of Valdez, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-07-01T03:03:20.500Z,35.94233333,-97.6965,5.87,1.58,ml,59,45,0.1619682163,0.23,ok,ok2019msyc,2019-07-05T15:33:05.762Z,"9 km W of Crescent, Oklahoma",earthquake,,0.5,0.29,8,reviewed,ok,ok
2019-07-01T03:08:37.364Z,60.9405,-147.502,9.5,1.4,ml,,,,0.69,ak,ak0198d1n9ba,2019-07-22T00:30:29.800Z,"45 km W of Tatitlek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T03:22:01.450Z,37.2423,-114.981,0,1.3,ml,22,77.1,0.174,0.1471,nn,nn00688869,2019-07-03T00:00:44.883Z,"21 km SE of Alamo, Nevada",earthquake,,2.4,0.21,13,reviewed,nn,nn
2019-07-01T03:24:29.196Z,54.9244,164.4813,10,5,mb,,63,3.934,0.67,us,us700047vf,2019-09-14T16:08:25.040Z,"192 km SE of Ust’-Kamchatsk Staryy, Russia",earthquake,8.2,1.8,0.027,449,reviewed,us,us
2019-07-01T03:32:22.480Z,38.8131667,-112.0735,5.78,1.16,ml,10,153,0.03904,0.16,uu,uu60328892,2019-07-01T18:50:18.130Z,"4 km NNE of Richfield, Utah",earthquake,0.51,1.2,0.092,3,reviewed,uu,uu
2019-07-01T03:34:13.675Z,61.362,-151.5987,69.9,1.6,ml,,,,0.61,ak,ak0198d1ss1g,2019-07-22T00:30:31.341Z,"",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T03:36:00.691Z,62.1848,-145.4679,26.1,1.2,ml,,,,0.5,ak,ak0198d1t6h1,2019-07-22T00:30:32.171Z,"9 km NNE of Glennallen, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T03:39:41.598Z,53.5619,-167.3059,6.9,1.5,ml,,,,0.52,ak,ak0198d1twtr,2019-07-22T00:30:32.951Z,"61 km SW of Unalaska, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T03:41:20.426Z,36.5582,-116.6179,10.4,1,ml,29,75.52,0.059,0.1671,nn,nn00688872,2019-07-18T22:26:14.700Z,"24 km ENE of Furnace Creek, California",earthquake,,1.7,0.33,17,reviewed,nn,nn
2019-07-01T03:48:35.390Z,33.8933333,-116.2495,4.36,1.08,ml,34,51,0.07093,0.2,ci,ci38438519,2019-07-02T21:34:45.293Z,"15km ENE of Thousand Palms, CA",earthquake,0.25,0.65,0.216,6,reviewed,ci,ci
2019-07-01T03:55:23.218Z,37.7846,-114.3163,1.4,1.5,ml,13,70.35,0.214,0.1899,nn,nn00688873,2019-07-01T07:07:22.268Z,"6 km E of Panaca, Nevada",earthquake,,2.3,0.35,7,reviewed,nn,nn
2019-07-01T04:00:40.062Z,37.2648,-115.0001,7.2,1.8,ml,26,75.79,0.148,0.2943,nn,nn00688876,2019-07-03T21:44:30.577Z,"18 km SE of Alamo, Nevada",earthquake,,11.7,0.29,17,reviewed,nn,nn
2019-07-01T04:08:33.580Z,35.73,-117.558,2.21,1.54,ml,32,57,0.09139,0.16,ci,ci38438527,2019-07-02T21:38:33.801Z,"14km WSW of Searles Valley, CA",earthquake,0.19,0.4,0.089,24,reviewed,ci,ci
2019-07-01T04:10:18.640Z,19.1738333,-155.4938333,31.49,2.04,md,61,91,0.03514,0.11,hv,hv71017901,2019-07-05T21:05:36.350Z,"3 km SSW of P?hala, Hawaii",earthquake,0.43,0.53,0.16,27,reviewed,hv,hv
2019-07-01T04:12:41.384Z,-55.3146,-26.0038,10,4.5,mb,,85,6.151,0.47,us,us70004hvp,2019-09-14T16:08:38.040Z,"South Sandwich Islands region",earthquake,10.9,1.6,0.14,15,reviewed,us,us
2019-07-01T04:16:02.530Z,34.7838333,-85.0456667,6.27,2.38,md,16,69,0.1548,0.14,se,se60279461,2019-09-14T16:08:26.040Z,"6 km S of Tunnel Hill, Georgia",earthquake,0.43,2.48,0.022,8,reviewed,se,se
2019-07-01T04:16:12.843Z,52.1061,-174.0145,70.14,3.3,ml,,189,0.147,0.33,us,us70004q9k,2019-09-14T16:08:41.040Z,"16 km SE of Atka, Alaska",earthquake,11.7,11.5,0.097,14,reviewed,us,us
2019-07-01T04:16:57.009Z,62.1024,-148.0516,40.7,1,ml,,,,0.23,ak,ak0198d2ag7i,2019-07-22T00:30:34.536Z,"Central Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-07-01T04:17:02.600Z,18.025,-66.4856,15,2.38,md,14,166,0.106,0.1,pr,pr2019182003,2019-07-01T08:08:48.519Z,"2 km SW of Río Cañas Abajo, Puerto Rico",earthquake,0.36,0.43,0.24,13,reviewed,pr,pr
2019-07-01T04:17:09.605Z,61.5868,-149.8541,55.3,1.3,ml,,,,0.41,ak,ak0198d2ak7k,2019-07-22T00:31:29.203Z,"5 km SSW of Houston, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T04:18:00.050Z,47.5208333333333,-122.3225,27.13,1.07,ml,17,105,,0.16,uw,uw61532402,2019-07-01T18:38:36.660Z,"2 km E of White Center, Washington",earthquake,0.33,1.12,0.0915268146812286,7,reviewed,uw,uw
2019-07-01T04:39:43.270Z,18.9903336,-155.4703369,16.3,2.23,md,39,286,0.2553,0.22,hv,hv71017961,2019-07-01T04:43:03.360Z,"14 km SE of Naalehu, Hawaii",earthquake,1.15,19.15,0.24,3,automatic,hv,hv
2019-07-01T04:55:30.380Z,61.5497,-149.6562,31,1.7,ml,,,,0.45,ak,ak0198d2iqxi,2019-07-22T00:30:36.001Z,"5 km NW of Knik-Fairview, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T04:57:55.776Z,10.5003,-86.0143,34.43,4.4,mb,,184,1.065,1,us,us700047vw,2019-09-14T16:08:25.040Z,"40 km W of Sardinal, Costa Rica",earthquake,7.9,8.9,0.053,102,reviewed,us,us
2019-07-01T05:00:35.369Z,66.2838,-157.1537,5.2,1,ml,,,,0.36,ak,ak0198d2seq7,2019-07-22T00:30:36.874Z,"67 km S of Shungnak, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T05:04:20.000Z,36.333,-97.521,7.82,2.47,ml,101,29,0,0.2,ok,ok2019mtcc,2019-09-14T16:08:25.040Z,"6 km ENE of Covington, Oklahoma",earthquake,,0.5,0.2,42,reviewed,ok,ok
2019-07-01T05:06:53.990Z,36.4995,-121.079,4.51,1.93,md,31,87,0.04727,0.08,nc,nc73204211,2019-07-03T01:49:02.987Z,"7km ESE of Pinnacles, CA",earthquake,0.18,0.6,0.325,30,reviewed,nc,nc
2019-07-01T05:08:24.370Z,37.788,-114.3024,2.5,2,ml,22,64.6,0.218,0.2377,nn,nn00688886,2019-07-01T19:33:21.191Z,"7 km E of Panaca, Nevada",earthquake,,1.6,0.36,11,reviewed,nn,nn
2019-07-01T05:16:46.823Z,37.3334,-114.9852,14.5,1.7,ml,18,85.57,0.09,0.2347,nn,nn00688889,2019-07-03T19:19:23.211Z,"16 km ESE of Alamo, Nevada",earthquake,,3.7,0.32,11,reviewed,nn,nn
2019-07-01T05:18:34.327Z,51.2976,-177.6736,39.45,2.6,ml,,224,0.537,0.56,us,us70004q9l,2019-09-14T20:43:12.040Z,"96 km SW of Adak, Alaska",earthquake,7.1,26.4,0.148,6,reviewed,us,us
2019-07-01T05:33:10.057Z,10.5046,-86.0633,35,4.5,mb,,131,1.113,0.98,us,us700047w7,2019-09-14T16:08:25.040Z,"45 km W of Sardinal, Costa Rica",earthquake,2.7,2,0.045,145,reviewed,us,us
2019-07-01T05:41:43.022Z,10.5661,-86.0046,35,4.2,mb,,155,1.07,0.84,us,us700047w9,2019-09-14T16:08:25.040Z,"39 km W of Sardinal, Costa Rica",earthquake,7.1,2,0.067,62,reviewed,us,us
2019-07-01T05:48:32.243Z,58.9382,-136.4598,1.1,1.3,ml,,,,0.89,ak,ak0198d32or5,2019-07-22T00:30:39.136Z,"58 km SSW of Covenant Life, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T05:50:35.307Z,37.7718,-114.3239,0.3,1.4,ml,9,125.35,0.22,0.1814,nn,nn00688893,2019-07-01T19:39:43.091Z,"6 km ESE of Panaca, Nevada",earthquake,,3.1,0.71,4,reviewed,nn,nn
2019-07-01T05:51:30.650Z,45.8656667,-111.3535,3.95,1.58,ml,11,89,0.301,0.11,mb,mb80350284,2019-07-01T13:48:36.820Z,"1 km WNW of Manhattan, Montana",earthquake,0.45,9.06,0.094,7,reviewed,mb,mb
2019-07-01T06:04:59.251Z,-2.4076,138.3965,10,4.4,mb,,86,2.308,0.86,us,us700047wi,2019-09-14T16:08:26.040Z,"249 km W of Abepura, Indonesia",earthquake,7.1,1.9,0.134,16,reviewed,us,us
2019-07-01T06:06:22.021Z,58.597,-153.8323,88.3,1.6,ml,,,,0.3,ak,ak0198d3f3i2,2019-07-22T00:31:29.921Z,"80 km NW of Aleneva, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T06:23:07.299Z,37.7876,-114.318,2.3,2.3,ml,29,63.81,0.21,0.1919,nn,nn00688894,2019-07-01T06:58:06.388Z,"6 km E of Panaca, Nevada",earthquake,,1.5,0.28,12,reviewed,nn,nn
2019-07-01T06:25:14.886Z,64.2837,-158.9415,8.4,1.4,ml,,,,0.4,ak,ak0198d3j5my,2019-07-22T00:30:39.907Z,"11 km WSW of Kaltag, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T06:39:32.182Z,55.4177,-159.2218,13.2,1.4,ml,,,,0.59,ak,ak0198d3m6wy,2019-07-22T00:31:30.703Z,"55 km S of Perryville, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2019-07-01T06:44:09.965Z,37.7745,-114.3169,0,1,ml,10,84.49,0.221,0.1622,nn,nn00688897,2019-07-01T19:42:57.614Z,"6 km ESE of Panaca, Nevada",earthquake,,0,0.66,4,reviewed,nn,nn
2019-07-01T06:48:25.013Z,37.7755,-114.3205,0,1.3,ml,14,84.46,0.219,0.1941,nn,nn00688899,2019-07-01T19:46:06.339Z,"6 km ESE of Panaca, Nevada",earthquake,,0,0.34,7,reviewed,nn,nn
2019-07-01T06:54:24.260Z,19.6851,-65.2591,47,3.59,md,13,325,1.6042,0.4,pr,pr2019182004,2019-09-14T16:08:26.040Z,"152 km NNE of Vieques, Puerto Rico",earthquake,3.87,22.32,0.39,11,reviewed,pr,pr
2019-07-01T07:02:12.999Z,66.319,-157.1605,9,1.9,ml,,,,0.5,ak,ak0198d3znjh,2019-07-22T00:30:41.413Z,"63 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T07:11:33.652Z,56.2607,-148.8548,20.42,3,ml,,190,2.546,0.41,us,us70004q9u,2019-09-14T16:08:41.040Z,"257 km SE of Chiniak, Alaska",earthquake,7.4,10.5,0.05,52,reviewed,us,us
2019-07-01T07:12:27.591Z,66.2897,-157.2278,7.9,2.6,ml,,,,0.54,ak,ak0198d41ttw,2019-09-14T16:08:26.040Z,"66 km S of Shungnak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T07:17:56.500Z,18.0278,-67.084,6,1.95,md,3,146,0.0333,0.05,pr,pr2019182005,2019-07-01T11:36:22.516Z,"Mona Passage",earthquake,0.69,1.16,0.2,3,reviewed,pr,pr
2019-07-01T07:26:16.206Z,37.7813,-114.3119,0,1.3,ml,16,63.77,0.218,0.141,nn,nn00688902,2019-07-03T20:51:52.697Z,"6 km E of Panaca, Nevada",earthquake,,0,0.41,5,reviewed,nn,nn
2019-07-01T07:30:16.160Z,38.8083333,-122.7898333,3.49,1.13,md,38,51,0.004289,0.06,nc,nc73204251,2019-07-04T09:36:02.886Z,"4km NW of The Geysers, CA",earthquake,0.19,0.39,0.179,8,reviewed,nc,nc
2019-07-01T07:41:18.976Z,-22.6758,-67.7836,165.02,4.2,mb,,66,0.456,0.63,us,us700047xc,2019-09-14T16:08:26.040Z,"50 km ENE of San Pedro de Atacama, Chile",earthquake,6.6,9.7,0.146,13,reviewed,us,us
2019-07-01T07:44:56.659Z,60.3149,-153.0944,141.9,2.1,ml,,,,0.61,ak,ak0198d48qx0,2019-07-22T00:30:43.194Z,"68 km E of Port Alsworth, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-07-01T07:49:31.152Z,63.1772,-151.5419,3.3,1.1,ml,,,,0.36,ak,ak0198d49rka,2019-07-22T00:30:44.105Z,"41 km SSE of Denali National Park, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T07:51:30.465Z,-56.3458,-26.7183,65.27,5.1,mb,,61,5.948,0.55,us,us700047xj,2019-09-14T16:08:26.040Z,"South Sandwich Islands region",earthquake,8.4,5.9,0.079,52,reviewed,us,us
2019-07-01T07:59:24.899Z,51.6534,-178.4963,7.1,1.9,ml,,,,0.71,ak,ak0198d4bwdo,2019-07-22T00:30:44.878Z,"130 km WSW of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-07-01T07:59:25.104Z,60.1255,-153.3911,132.6,1.7,ml,,,,0.64,ak,ak0198d4bwam,2019-07-22T00:31:32.124Z,"52 km E of Port Alsworth, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-07-01T07:59:55.299Z,36.31316667,-98.92416667,6.53,1.82,ml,38,144,0.1277749262,0.23,ok,ok2019mthx,2019-07-02T14:49:02.108Z,"10 km N of Chester, Oklahoma",earthquake,,0.6,0.18,10,reviewed,ok,ok
2019-07-01T08:00:14.599Z,59.8939,-139.737,0,1.4,ml,,,,0.42,ak,ak0198d4koak,2019-07-22T00:30:45.639Z,"38 km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2019-07-01T08:03:39.488Z,62.4892,-149.9954,68.2,1,ml,,,,0.44,ak,ak0198d4lcy4,2019-07-22T00:30:46.392Z,"7 km NE of Chase, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T08:14:22.219Z,35.14383333,-95.34,5,2.43,ml,39,105,0.8458340185,0.2,ok,ok2019mtih,2019-07-02T15:14:40.256Z,"3 km NE of Quinton, Oklahoma",earthquake,,1.5,0.17,7,reviewed,ok,ok
2019-07-01T08:14:22.239Z,35.1345,-95.33733333,7,2.46,ml,38,138,0.8530326059,0.19,ok,ok2019mtij,2019-09-14T16:08:26.040Z,"3 km ENE of Quinton, Oklahoma",earthquake,,1.5,0.22,7,reviewed,ok,ok
2019-07-01T08:19:35.415Z,37.7949,-114.3066,1.7,2.4,ml,39,64.76,0.211,0.2283,nn,nn00688906,2019-07-01T20:20:20.639Z,"7 km E of Panaca, Nevada",earthquake,,1.6,0.31,19,reviewed,nn,nn
2019-07-01T08:21:10.529Z,61.4311,-150.339,42.9,1.5,ml,,,,0.57,ak,ak0198d4p5i0,2019-07-22T00:30:47.177Z,"15 km SE of Susitna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T08:28:11.480Z,60.7855,-146.6792,18.7,1.6,ml,,,,0.55,ak,ak0198d4qnjx,2019-07-22T00:30:47.950Z,"8 km S of Tatitlek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-07-01T08:28:52.497Z,-26.4345,30.6488,5,3.7,mb_lg,,220,4.771,0.61,us,us700048cz,2019-09-14T16:08:28.040Z,"36 km W of Mhlambanyatsi, Eswatini",earthquake,12.4,2,0.161,10,reviewed,us,us
2019-07-01T08:33:34.580Z,18.0323,-66.4811,14,1.89,md,6,176,0.1069,0.13,pr,pr2019182006,2019-07-01T11:36:49.924Z,"1 km WSW of Río Cañas Abajo, Puerto Rico",earthquake,0.91,2.22,0.45,6,reviewed,pr,pr
2019-07-01T08:40:50.895Z,42.4707,-70.3956,5,1.5,ml,,217,0.627,0.25,us,us70004gm2,2019-09-14T16:08:36.040Z,"27 km SE of Gloucester, Massachusetts",earthquake,2.1,1.9,0.128,8,reviewed,us,us
2019-07-01T08:43:06.089Z,-59.2305,-25.0631,10,4.3,mb,,85,15.371,0.59,us,us70004hvz,2019-09-14T16:08:38.040Z,"South Sandwich Islands region",earthquake,10,1.7,0.125,18,reviewed,us,us
2019-07-01T08:48:50.328Z,58.5309,-151.4316,15,3.1,ml,,,,0.61,ak,ak0198d4v0tf,2019-09-14T16:08:26.040Z,"92 km NE of Ouzinkie, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-07-01T09:06:42.060Z,46.2025,-122.181666666667,2.94,1.02,ml,20,68,,0.14,uw,uw61532437,2019-07-01T16:54:17.540Z,"38 km NNE of Amboy, Washington",earthquake,0.33,0.65,0.218414201806912,11,reviewed,uw,uw
2019-07-01T09:10:25.922Z,59.9407,-152.6746,97.1,1.8,ml,,,,0.3,ak,ak0198d589fl,2019-07-22T00:30:49.730Z,"50 km WNW of Anchor Point, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-07-01T09:13:47.500Z,46.1983333333333,-122.187166666667,2.77,1.27,ml,28,55,,0.19,uw,uw61532442,2019-07-01T17:13:11.060Z,"37 km NNE of Amboy, Washington",earthquake,0.31,0.63,0.248605713433257,14,reviewed,uw,uw
